roi,quantile,R0,Rt (week 0),Rt (week 1),Rt (week 10),Rt (week 11),Rt (week 2),Rt (week 3),Rt (week 4),Rt (week 5),Rt (week 6),Rt (week 7),Rt (week 8),Rt (week 9),Rt-by-week,car (week 0),car (week 1),car (week 10),car (week 11),car (week 2),car (week 3),car (week 4),car (week 5),car (week 6),car (week 7),car (week 8),car (week 9),car-by-week,extra_std,ifr (week 0),ifr (week 1),ifr (week 10),ifr (week 11),ifr (week 2),ifr (week 3),ifr (week 4),ifr (week 5),ifr (week 6),ifr (week 7),ifr (week 8),ifr (week 9),ifr-by-week,loo,q,waic
Afghanistan,0.025,1.465988074650412,1.4529830425731984,1.4434238911890793,,,1.422950291345301,1.408772580987977,1.3919149642100423,,,,,,,0.01585742267649369,0.011639325048847708,,,0.011009062827994973,0.011303661155261794,0.012257538061942387,,,,,,,1.2273039872433356,0.0010986062616260782,0.001293195957865787,,,0.001443965209193518,0.0015217489098064516,0.0017170079841819844,,,,,,,654.2608614029161,0.0030149744537077286,448.05758787732236
Afghanistan,0.25,2.4572055381233806,2.3566089848335814,2.293872781340594,,,2.213807384853834,2.118878920647446,2.030989469722976,,,,,,,0.039634921963847464,0.03834494154351969,,,0.03905615692070394,0.04070193117744696,0.04367691723843579,,,,,,,1.4302071489364194,0.0032338604181104515,0.004850337811425022,,,0.005946902193587658,0.006355326925160436,0.007077405899502185,,,,,,,859.3442691034726,0.02977020019808681,518.3567845137699
Afghanistan,0.5,3.505326972598797,3.3641649923692087,3.2512351372585497,,,3.0528180419445317,2.840226256584229,2.640984807801069,,,,,,,0.06744703679327373,0.07216253790634966,,,0.07688307936580552,0.08101332628862329,0.08597666488130304,,,,,,,1.5440631288125308,0.0058239856437298995,0.009417086637838981,,,0.011927509037367823,0.013135722197168461,0.014562859238908078,,,,,,,966.9517595794703,0.07165262408869794,555.2428506141154
Afghanistan,0.75,5.534474928423871,5.3654594403701985,5.028161426927359,,,4.556773870654303,4.053281714573626,3.627675282246298,,,,,,,0.12648969465697785,0.14072884052794546,,,0.15108914793430234,0.15961811295855355,0.16967059871631307,,,,,,,1.6671609454444334,0.010954491318793514,0.018811596413214275,,,0.024340789212511205,0.027556781544064324,0.030784257249651774,,,,,,,1074.559250055468,0.1456531346283942,592.1289167144608
Afghanistan,0.975,13.66968753775074,13.983376784637901,13.801049024232464,,,12.624765666648079,10.59630585343404,8.333260227484097,,,,,,,1.1014951630003174,0.8708405596801156,,,0.8756986108331593,0.8375102189555489,0.8676000311658455,,,,,,,1.9234501475103067,0.06142244683227243,0.10783415863574618,,,0.12629058150961525,0.14067819345031035,0.14820322430226182,,,,,,,1279.6426577560244,0.3786762746609086,662.4281133509083
Afghanistan,max,51.57012063339759,52.305904491712944,70.95752796210283,,,81.19905976861973,76.73433153215952,55.750869100077516,,,,,,,171.02719459435096,646.7587170327713,,,1316.5656121613265,275.9290245921048,81.91647564260822,,,,,,,2.3586968867055194,4.922274447290272,9.479942871714668,,,15.868825299053373,3.8978031452981496,138.26533235797814,,,,,,,,1.3304546973399698,
Afghanistan,mean,4.56749702250869,4.482043984288622,4.329010198356529,,,4.019773948866751,3.6075548721541497,3.197154346853152,,,,,,,0.1727077509296919,0.13615517907926014,,,0.21124907107536628,0.16458073770226184,-0.024659691562698413,,,,,,,1.5534903202733066,0.010418619417254032,0.017629214779707348,,,0.012329521796952549,0.024748625322416964,0.036168027549274666,,,,,,,966.9517595794703,0.10366872747543118,555.2428506141154
Afghanistan,min,1.074834920221083,1.0748348019706049,1.0748344406945256,,,1.074832975690682,0.9882301591572524,0.896616320545632,,,,,,,-96.8176528076805,-1015.475129054869,,,-1416.11822287599,-51.718967981346914,-2328.915327398745,,,,,,,0.9798613286030632,-7.507541578487576,-17.853163201280356,,,-98.08537261662613,-13.690626830269986,-5.597718106544866,,,,,,,,1.1599778877788202e-05,
Afghanistan,std,3.3103405348446064,3.489299047787697,3.5739974788737654,,,3.3978334454963526,2.893644502027052,2.182072069095346,,,,,,,2.0875169411378467,8.603816491760837,,,14.474570444388458,2.118736132904736,19.277724946262396,,,,,,,0.1779184419076635,0.08534016111267102,0.1507275517686088,,,0.8649368413410534,0.12153623780226246,1.026786957626972,,,,,,,159.53910410753463,0.10186735275121986,54.68736343231645
Albania,0.025,1.6219367131909708,1.5266622274613308,1.4317898090387426,,,1.3665665323801335,1.3340505969553098,1.3003545113556225,,,,,,,0.03820694362151475,0.0515832804446141,,,0.05830910948393771,0.06808982121586526,0.07604192542526425,,,,,,,0.4358095115559906,0.0011128107049987043,0.0024147825727793746,,,0.003488682841832275,0.005024698182673065,0.006581905893418353,,,,,,,1247.373338221157,0.003172400351640428,622.0019653104429
Albania,0.25,3.2549350788514095,2.6680705737362236,2.3873673032336873,,,2.156097059669654,1.969879623099129,1.8246281043036991,,,,,,,0.087694908596721,0.1317273001790385,,,0.15944917870759998,0.18899305246540038,0.21857552657528706,,,,,,,0.5417422978687241,0.0027303724879262975,0.006647855683134856,,,0.010220439891240801,0.014664092774387325,0.01974158865805863,,,,,,,1482.5403060483632,0.032212323303988724,690.5008031100673
Albania,0.5,5.042269335709513,4.4388656927882355,3.976548570909239,,,3.3742490109365235,2.802856222935315,2.409952919330519,,,,,,,0.13892370564859763,0.20984808289167306,,,0.2580941717790097,0.30707938230680615,0.35353303997658353,,,,,,,0.6050986456266954,0.0043988271475249585,0.010909852742343025,,,0.01704473536214115,0.024264808470389754,0.03233732069236614,,,,,,,1605.9326737414356,0.07503166603405906,726.4422189407542
Albania,0.75,8.949413741878422,8.355766656429198,7.556369321261638,,,6.332493834570197,4.940117362145809,3.7512123416257688,,,,,,,0.22879148475530017,0.33116623194899486,,,0.3959062799488498,0.46488909317245175,0.5299653172100314,,,,,,,0.6727719436355177,0.007357436038159986,0.01779900666818028,,,0.02723219200507233,0.03743463115429038,0.049015904105586226,,,,,,,1729.325041434508,0.1469160453228752,762.383634771441
Albania,0.975,18.73906630850489,17.677131298061266,16.69274036064014,,,15.219770732530673,12.97718808892787,10.055217960815616,,,,,,,0.6682029632779759,0.7279293042319974,,,0.7803664417609004,0.8125696675226147,0.8711589180526984,,,,,,,0.816288779434921,0.019833584366560294,0.04267577091804748,,,0.05956525042161927,0.07239533054461122,0.08650592363354177,,,,,,,1964.4920092617142,0.3704031165039316,830.8824725710655
Albania,max,53.90096831091416,52.14908283822786,52.22867633480473,,,51.17736071145919,44.43019288567783,37.388196179787755,,,,,,,9.75276535598039,58.852921426288,,,267.0991246136023,66.7494797560204,15.419473692101862,,,,,,,1.0947691958383503,0.40385884840590525,0.5749127482285022,,,0.8849560248706408,7.710022386199847,0.9169324925011647,,,,,,,,0.9751933090551823,
Albania,mean,6.665829674279242,6.093138567248257,5.560806626626458,,,4.846413892490092,4.048132485786865,3.287681915573178,,,,,,,0.19028766463669633,0.26169854396558984,,,0.31740111220299233,0.3483684703068086,0.3879507279944554,,,,,,,0.6103246479775085,0.005932709103579929,0.013338962032185962,,,0.019984159378212588,0.02811698419970231,0.036311311277880697,,,,,,,1605.9326737414356,0.10491539270844547,726.4422189407542
Albania,min,1.0395967561571304,1.0434595819760277,1.0487847198387588,,,1.0538817137945664,1.0500874451072288,1.0480435453918606,,,,,,,-11.869827016199949,-7.3617314414306785,,,-9.331808755060843,-45.9615153976423,-12.799844426408551,,,,,,,0.2850845796468381,-0.26667367629364797,-8.795417313486077,,,-15.888021317723252,-4.359238340261979,-0.657405793477471,,,,,,,,2.1036271613944332e-07,
Albania,std,4.722489716814279,4.6184731988684815,4.370286878861115,,,3.9101192036115804,3.240641457480943,2.422551477315474,,,,,,,0.23262982801700113,0.5108181066898538,,,1.961772782064613,0.6781949949664593,0.3004177221325263,,,,,,,0.09746588252485931,0.006994809411245934,0.06536578314891084,,,0.11531634451439651,0.06621643714539736,0.024254840915967926,,,,,,,182.9417980884082,0.09952636495283194,53.28682284680877
