model,roi,ll_,R0,beta,sigmac,sigmar,sigmad,sigmau,mbase,mlocation,extra_std,q,cbase,clocation,Rt (week 0),Rt (week 1),Rt (week 2),Rt (week 3),Rt (week 4),Rt (week 5),car (week 0),car (week 1),car (week 2),car (week 3),car (week 4),car (week 5),ifr (week 0),ifr (week 1),ifr (week 2),ifr (week 3),ifr (week 4),ifr (week 5),waic,loo,Rt-by-week,car-by-week,ifr-by-week,Rt (week 6),car (week 6),ifr (week 6),Rt (week 7),Rt (week 8),Rt (week 9),Rt (week 10),car (week 7),car (week 8),car (week 9),car (week 10),ifr (week 7),ifr (week 8),ifr (week 9),ifr (week 10),Rt (week 11),car (week 11),ifr (week 11)
nonlinearmodel,Bulgaria,-289.0089335402877,6.2834499429150235,0.5527021001315259,0.024452540651275223,0.023506114961997622,0.013116157459248755,0.06055832783873309,0.2255105913210826,44.6641724140979,0.8112866473008258,0.07071363262153019,2.1565381808400272,51.18113006675175,6.1733115940890215,5.9961584775154755,5.677671678633982,5.29754319212358,4.778914738453591,,0.08454717932397147,0.12041717602379315,0.1499779724233046,0.17442644169927568,0.19356614055218685,,0.002811108366063115,0.006785175702853351,0.011622574193824006,0.016853360612890243,0.022164495267342495,,626.0229522892334,1032.8560330467428,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Burkina Faso,-262.7195667432322,4.903967425577463,0.4526316051311473,0.01847104244734225,0.07252129142139419,0.019327605989125272,0.06391256414394986,0.20598711190313623,49.33865191707392,1.0051345162662706,0.07180868117323358,2.3615261972586334,38.62423979285293,4.751755572235095,4.52007799236069,4.143255088049803,3.698594616975273,,,0.08633318425762243,0.12248874877510915,0.1490700578610099,0.1704189863229132,,,0.004263114913222673,0.009437123912581984,0.014610951002765087,0.0195831389328359,,,542.5884560927285,637.2661054163719,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Burma,-80.19939954702376,3.182057224413378,0.2924933372232598,0.012483109669945286,0.04820371733768168,0.059162356605217944,0.06611126213636859,0.20918123950079898,66.70923608317506,2.097446261016393,0.07051090800660734,1.283422312384495,25.668506416119207,3.1317774456962897,3.0505034924911856,2.885639359197227,,,,0.06468315719763404,0.06615975019961126,0.0692513578244052,,,,0.011686639830588982,0.01776405743692775,0.020747182421566146,,,,163.68996772180247,163.88573609295366,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Cabo Verde,-52.837298164326455,4.0346149537642395,0.5719037743111464,0.030632112135844294,0.05389673810122124,0.07301570846907632,0.07735686017009716,0.13496325252350883,39.1611379274011,3.919820217586152,0.06689303822841294,2.7960825954093798,21.954626388068824,3.4571792643406996,3.117664816090911,2.709389799445062,,,,0.15041097252688118,0.18040507160255484,0.21747840264684992,,,,0.025560272909445663,0.05740276099886027,0.07250923102139045,,,,109.21499760663933,109.05415884914561,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Cameroon,-211.29449773752043,5.389283174800147,0.616274353168452,0.02919062165265329,0.05240521526482869,0.03546862413270513,0.07307031142827443,0.22064821982836844,54.80374383835094,2.21116620954537,0.07299059257529802,2.931611307111446,28.991515078334814,5.024240008528924,4.713888262879323,4.25601662647945,3.7340829295614624,,,0.1177797131927085,0.1637848523009567,0.19473850872685428,0.2231885144784178,,,0.008864721594603131,0.01904133688188083,0.028007828031645268,0.03753574465682591,,,469.0961067353432,684.2022584007955,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Chile,-489.7426250456126,4.579380396233825,0.34692415092620066,0.016141834962430858,0.05277935558734451,0.01049666358630488,0.06032430129117551,0.27305156393444174,75.4260692440518,1.1212083826226487,0.07122997480156804,1.9976779299643783,56.96366251657311,4.524793528764521,4.472558922277754,4.385470687621191,4.28017468059199,4.1593636588209275,4.055415202874567,0.054641299557441306,0.05634611171639055,0.06134121549487567,0.07303844952920024,0.09717149232391531,0.12903413893265275,0.001383813309778242,0.0018849729895597045,0.0023106331199232288,0.003016980430874511,0.0048400944328683415,0.008147488297381496,1188.3059472681664,1464.389163799663,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,China,-1543.585195719514,10.312641469909574,1.0257179879042866,0.05514699367271736,0.08987111913015142,0.005817923828747755,0.044021947882882745,0.07503206105150495,2.8283123196395095,0.8485706807756288,0.06208458402325731,0.0396072924429092,29.506518651324825,5.020338077397322,2.4295286424722926,1.2792137922921687,1.0043528011592757,1.065174149858775,1.2094580968200668,0.09454142399149565,0.16823349844201518,0.26007829877140676,0.32591242277861476,0.3513606299478678,0.35010280813573347,0.000874418364749346,0.0026149206827855535,0.006282253744177761,0.010792351469891092,0.014592171966607129,0.01689547495975361,14337.77083776932,55712.36282017034,,,,1.315673420331598,0.3385032274261406,0.017947105286921478,1.361868420796133,1.3774002274153034,1.3818270080936954,1.3823519616644175,0.3264177867813939,0.3148734213482428,0.30462401299998576,0.2960371894886794,0.018227425024399863,0.018072938813728123,0.01774193285753893,0.01742808946685575,1.3823018904832494,0.2889881599234605,0.01707778186210967
nonlinearmodel,Colombia,-356.01190324592017,6.921323419102797,0.7851396441927402,0.03470451572217252,0.021989449417985973,0.012375207959325816,0.06983153261388236,0.24300816956983934,43.40467585278414,0.8290840352691147,0.07064843875065563,3.6755317890474015,25.57057397687289,6.4391258190851115,5.960041936619934,5.287830330897937,4.516497140342777,3.827123079117969,,0.13679062230309147,0.19276139025237143,0.22105605142776047,0.25148542580803024,0.2882782409805101,,0.003625454218701171,0.008653795050433132,0.012883639581854508,0.017184798078693792,0.023282141720115737,,1907.3531504163523,3055.688446883092,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Congo (Brazzaville),-72.51931682535883,4.287839254712707,0.5064382283402483,0.023990345570082384,0.05293124737663875,0.06777062636021317,0.0710758497104301,0.18111736948703183,45.663660915161685,4.213235082439867,0.06877912509304032,2.480376934725678,24.60301420859116,3.8987268360295175,3.603438124972265,3.2211196807479956,2.819799758772753,,,0.11020606185755152,0.13804626072791443,0.159776046352899,0.16581311337207993,,,0.01844802304379349,0.0357097746978441,0.04602790738024701,0.05539451333334201,,,148.6680215005498,148.65862362316463,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Congo (Kinshasa),-163.96052564204444,4.474836075544644,0.4178040101104463,0.01733215864467353,0.035107777038794565,0.03947635770415235,0.06223475578250091,0.2139480321734028,39.862262094639306,1.4927522948886445,0.07415812550950701,2.4364937664450843,31.587386401206633,4.27414602820132,3.946813329267292,3.4402541618666387,2.8662561311915846,,,0.09276251750875175,0.1271299753846195,0.14805732185072712,0.16280922495965827,,,0.0107144103768314,0.024067886115807742,0.03559917552222955,0.04527688757680168,,,338.8431341827802,387.538157173074,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Costa Rica,-252.9862528480093,4.8475276012885224,0.45545440760111255,0.01900698978373024,0.02925927824037028,0.016047707808961583,0.06550867801991239,0.22725593028477967,43.85796796826516,1.2108387489021375,0.07073303043051427,2.628439340401199,31.187492016211678,4.614000374764142,4.315074870346992,3.8665613060053055,3.3410615993985187,2.844693627308926,,0.0894720841130173,0.1226052144274194,0.1470738662616673,0.1683722213147081,0.18690648874379218,,0.003825952211729088,0.008845318385044362,0.013873070889687936,0.01917118973768135,0.02483487030786145,,538.9805565483023,872.7865522777143,,,,,,,,,,,,,,,,,,,,,
nonlinearmodel,Croatia,-374.85200408994694,3.5258916786291277,0.2892456350469848,0.012072882059004628,0.04894176087138888,0.012492028933593219,0.06441997980304073,0.22619325886812985,77.89637820192715,1.0361389640672014,0.06968294273080096,0.4892686189880012,17.95131515689247,3.598170602571199,3.6402507098896586,3.652496685874315,3.6427979342028856,3.618305573362333,3.582583646075078,0.036589937628505285,0.02424448504072262,0.02189707153553052,0.02308626673853633,0.02763951133119294,0.03509879081812023,0.0014318786446642767,0.0013791460707691877,0.0014936508540275189,0.001397949012265749,0.0016981755406087332,0.002504325075645134,808.6297633459823,1030.4682654269907,,,,3.5330496415566923,0.04384782212731622,0.0038476454390256073,,,,,,,,,,,,,,,
