roi,quantile,R0,Rt (week 0),Rt (week 1),Rt (week 2),Rt (week 3),Rt (week 4),car (week 0),car (week 1),car (week 2),car (week 3),car (week 4),extra_std,ifr (week 0),ifr (week 1),ifr (week 2),ifr (week 3),ifr (week 4),loo,q,waic,Rt (week 5),car (week 5),ifr (week 5),Rt (week 6),car (week 6),ifr (week 6),Rt (week 10),Rt (week 11),Rt (week 7),Rt (week 8),Rt (week 9),car (week 10),car (week 11),car (week 7),car (week 8),car (week 9),ifr (week 10),ifr (week 11),ifr (week 7),ifr (week 8),ifr (week 9)
Argentina,std,1.812069600001508,1.8646886894333499,1.9093677331773193,1.9416212917076034,1.939697539356405,1.8896348890438035,0.0789335894483332,0.07334913412290643,0.08291896565993129,0.0980537535987185,0.11374157084078729,0.10152065952774932,0.004085114595273716,0.0052358701045881854,0.006789610568981703,0.009315557839024147,0.012837961909492265,45.06067835503244,0.1969433889496428,44.967043873186924,,,,,,,,,,,,,,,,,,,,,
Armenia,0.025,2.751121305793479,2.7407414501583425,2.651506475757068,2.595740384751374,2.484516600755644,2.180279621382901,0.03508179314106616,0.051259813298482726,0.06526288510731028,0.07504183713427866,0.08098970155493053,0.8522895608259704,0.0008989806308883568,0.002157534981875583,0.00380998605362589,0.0054749469572280204,0.006856668386535212,552.5506456367492,0.005124871043499328,552.5602632731478,,,,,,,,,,,,,,,,,,,,,
Armenia,0.25,5.478638458132251,5.6355920732844,5.48199716104463,5.24147310433577,4.873390687531911,4.291431517843419,0.08972276102425879,0.1378906525542806,0.17086308313858634,0.19379592506187765,0.2091700600434015,0.9847716091910109,0.0024621455906928607,0.006481406834525126,0.010840806315945143,0.014912958926434475,0.018304983948627812,598.9188952351244,0.057122748772497345,598.9313512676092,,,,,,,,,,,,,,,,,,,,,
Armenia,0.5,7.90724679577478,8.263946102008626,8.065592621179851,7.742933447442407,7.222401483097315,6.379377237872227,0.14838738121086123,0.22619212307210165,0.27213642677608446,0.3028810437883318,0.3229601126301738,1.0628463327778825,0.004161801636348325,0.01106669987906438,0.017883217654307688,0.023848530641064125,0.028759222794347818,623.2483669997598,0.13602824516188355,623.2623123418051,,,,,,,,,,,,,,,,,,,,,
Armenia,0.75,11.16461879161713,11.775914200149197,11.538954700287764,11.143012489009603,10.466598664991587,9.270480206750266,0.23938783404294034,0.34875595044271646,0.40477319585931104,0.44003899871145996,0.4637017517711591,1.1453037077116082,0.0068901722684356435,0.017829713035977503,0.027587300504113756,0.03579000077144767,0.04247134809696802,647.5778387643949,0.27025517028647617,647.5932734160009,,,,,,,,,,,,,,,,,,,,,
Armenia,0.975,20.67050924714857,22.084932121369523,21.729442097097312,20.945577057894234,19.556715240691457,17.011193033070203,0.5268754879536324,0.6540496694161367,0.7032432838698893,0.730094361207869,0.7469849909095818,1.3199421370385163,0.01621158156092819,0.03749892493262279,0.05385369687780172,0.06627156094447996,0.07655948143832132,693.9460883627702,0.7140692242479914,693.9643614104623,,,,,,,,,,,,,,,,,,,,,
Armenia,mean,8.876631092052762,9.306962578831468,9.107402425150958,8.77853831172247,8.215912871379563,7.244632884073747,0.1831269432332861,0.2603377439352138,0.30274307618309343,0.33000220976550576,0.3482025844648558,1.068821256271968,0.005302340791338761,0.013409228015836935,0.020786565980385904,0.02705253079732916,0.03220704165160246,623.2483669997598,0.19521334051956057,623.2623123418051,,,,,,,,,,,,,,,,,,,,,
Armenia,std,4.747893332810794,5.113433880394183,5.057792403139015,4.920171699356173,4.610120671303207,4.0228626867680335,0.13049685921703405,0.16025647655644906,0.17013542028950798,0.1750073939852979,0.1782832223270892,0.11954339456881038,0.0041330130429636635,0.009492653525885344,0.0134883057243548,0.01623819052581097,0.018568472497386676,36.070928813317565,0.19271789268613293,36.073136866976114,,,,,,,,,,,,,,,,,,,,,
Austria,0.025,1.6448274240539824,1.6441270572634692,1.6430708966041507,1.6406734410269324,1.639026589218644,1.6378839031157002,0.013988123630039708,0.011734244199217517,0.011772333843232598,0.01278441914940956,0.015298009896693533,1.0659918909129058,0.0003515256047996315,0.00037401565359188515,0.00038863098965032816,0.00045957690884133255,0.0006653331616303057,1150.3173279820792,0.004896004471925776,1150.3017011551835,1.6333562653256706,0.018908959430445117,0.0011175797176743753,1.617405938262211,0.021840751012706754,0.0017615789902664287,,,,,,,,,,,,,,,
Austria,0.25,2.357447232173164,2.352472727492864,2.348214617664828,2.344571550553065,2.341176524725082,2.3356390738320165,0.03254744350581011,0.028993979902584156,0.029885092892260105,0.03359726553563506,0.04223942837411959,1.179684499640128,0.0008649989985072335,0.0009693950495189075,0.0010418358570396069,0.0012868446610183066,0.0019870749915533717,1235.3215896933684,0.05520123997270471,1235.3056927022485,2.3215024299902276,0.05526870630113296,0.003467548971150658,2.2738380313705333,0.0668005170277375,0.005531482589192352,,,,,,,,,,,,,,,
Austria,0.5,2.9738641168496733,2.965425603155729,2.960402161500756,2.9561240040769228,2.9496082400765364,2.9393929787554884,0.05619105704301563,0.05116308966409415,0.053579509530257266,0.06162307006098079,0.07923340528537147,1.2447883847008316,0.0015380290265581173,0.0017551860063272204,0.0019145454962260682,0.0024192249491439667,0.0038265285243138762,1279.9234196759896,0.13272932609854907,1279.907380929403,2.9138932396813293,0.1049888450162231,0.006748637113683719,2.830183848022619,0.12827514516350594,0.01080257019331315,,,,,,,,,,,,,,,
Austria,0.75,3.8592701754449745,3.8458472288929175,3.839144921244942,3.83185144158764,3.819568774159844,3.803740853343021,0.10808939442276454,0.09865902527935912,0.1048301424017194,0.12266658323171163,0.16105148726842633,1.313381657869089,0.0029909912567403344,0.003435836241603829,0.0037997963945040542,0.004885456279938959,0.007862089963101834,1324.5252496586106,0.26178312244174723,1324.5090691565574,3.7579964600602542,0.21514760274840578,0.013965710309969334,3.612102268221522,0.2631679461017708,0.022333271767076904,,,,,,,,,,,,,,,
Austria,0.975,6.549139915987982,6.532301932872473,6.515109853817562,6.497551597107782,6.484017185213428,6.447621817454728,0.43473548338304624,0.36350536301415753,0.36741292915862045,0.40421819950353527,0.49115549420528226,1.4546035073918833,0.012163916768064312,0.013046163275943028,0.01379636708360504,0.016480717274177076,0.024454910760092454,1409.5295113698999,0.6964940973140097,1409.5130607036224,6.350394103403973,0.6073768125427546,0.04093727553259017,6.014660066994502,0.6973058442826754,0.06355385138230912,,,,,,,,,,,,,,,
Austria,mean,3.2686847373050454,3.2599262741947097,3.254313777997615,3.2477867543272336,3.2401473890351724,3.2279611139247963,0.09619127386486033,0.08417367935247413,0.08714914631228189,0.09938284324650976,0.12616066232103132,1.2489060896051054,0.0026468489911794886,0.002946267583674756,0.0031843672846886386,0.0039583776667184885,0.0061499820505457855,1279.9234196759896,0.18943519950399063,1279.907380929403,3.1945067213390956,0.16365408695750738,0.010675073203862906,3.085249891816375,0.19554820170034362,0.016912213119921915,,,,,,,,,,,,,,,
Austria,std,1.2872467297252121,1.282238719968108,1.2793817403555041,1.2755712082074382,1.2716781156498995,1.2641893640908137,0.11898315491873672,0.09600194792736633,0.09638454337166193,0.10549527065779907,0.12729792824817943,0.0990794834708874,0.003355406341187103,0.003551637573166011,0.0037369323118054735,0.0043976587224780345,0.006425383507610866,66.1267720816437,0.18874382104650356,66.1265619146742,1.237364730067978,0.15724035486642762,0.010708749867549017,1.149986972465769,0.18111383188295477,0.01662714873442351,,,,,,,,,,,,,,,
Azerbaijan,0.025,1.3283234860025033,1.3284549813564106,1.3278587214513056,1.3276653992085299,1.3262652715041594,1.3246847529112196,0.013449710927767915,0.00948223073505571,0.00837299890789774,0.008024795064947613,0.00795156063946822,1.251728603066212,0.0007709314516121711,0.0007857690006326844,0.000712554160712364,0.0006771995781614562,0.0006766174036797211,554.5140391786517,0.005217357736737405,554.5091795816641,1.3235892609352375,0.008070219240924279,0.0006942150403835464,,,,,,,,,,,,,,,,,,
Azerbaijan,0.25,2.0263730214802873,2.0233539769258932,2.0186878472668774,2.0115735141093993,1.9991714899494561,1.983075320403072,0.030322773525286,0.024833002089336618,0.023263260947605835,0.022869320662713452,0.022964168378242056,1.434753352263812,0.0019327181837938442,0.00222448956551152,0.0021644100819456467,0.0021295473546841135,0.0021456610933289974,616.3290416569059,0.05790723555833397,616.3237793762786,1.966738223515065,0.023464142697513245,0.002219300797142176,,,,,,,,,,,,,,,,,,
Azerbaijan,0.5,2.648426982604602,2.6428772258694573,2.6326020723166503,2.6117118643953274,2.5837265444899473,2.548789228796099,0.050207426005817124,0.04254336357216203,0.04046849182790488,0.04018056617585007,0.040661398786688646,1.5394405416641175,0.00334114570295542,0.00396334346880868,0.003934169721422291,0.00392406797828722,0.003997000629361941,648.7634417141003,0.13954407368839322,648.7579681449224,2.517715863637361,0.041810225386369734,0.004167711833583999,,,,,,,,,,,,,,,,,,
