roi,quantile,R0,Rt-by-week,car (week 0),car (week 1),car (week 10),car (week 11),car (week 2),car (week 3),car (week 4),car (week 5),car (week 6),car (week 7),car (week 8),car (week 9),car-by-week,extra_std,ifr (week 0),ifr (week 1),ifr (week 10),ifr (week 11),ifr (week 2),ifr (week 3),ifr (week 4),ifr (week 5),ifr (week 6),ifr (week 7),ifr (week 8),ifr (week 9),ifr-by-week,loo,q,waic
Algeria,0.5,2.9613183438772674,,0.06662686238419951,0.07342970740195559,,,0.07871128233096361,0.08523738289463093,0.09847752527611522,0.1187527076814412,,,,,,1.0614884395403652,0.005220435044478845,0.007861516916882177,,,0.009481003184462974,0.010788314661106194,0.013805468120774218,0.01933449109841689,,,,,,909.227749488429,,908.8284241923477
Algeria,0.75,3.9125618861373863,,0.11850012661210846,0.13994088555657128,,,0.15286050233789406,0.16538007754057496,0.18465187225506213,0.21363493801791775,,,,,,1.1227968091787401,0.009390931942696338,0.015598508750695158,,,0.01942050697048084,0.022282542278125775,0.027038877586679624,0.035064337309177226,,,,,,939.07592658707,,938.6325431054692
Algeria,0.975,6.459925501965809,,0.38674722252611804,0.4418258871983257,,,0.4633895949985653,0.4788176056961977,0.5088896095695358,0.5474992469013917,,,,,,1.2480075028056061,0.0297695079601344,0.05024194477724184,,,0.06248435577700947,0.06914140306733295,0.07765769212264718,0.09314467854174951,,,,,,995.9619839234259,,995.4346322832567
Algeria,max,14.53063024403831,,1.0845370548772322,0.877143572011553,,,0.858493451511501,0.860395777215463,0.8757699336215905,0.9016577665891254,,,,,,1.4482540166848552,0.1553001735554455,0.13107295321404805,,,0.15408362418494612,0.16224954069981695,0.16911949274643517,0.2150110084972451,,,,,,,,
Algeria,mean,3.215710554647883,,0.09889091359775347,0.11152291208382889,,,0.11895118547445509,0.12717030697795725,0.14150899287146915,0.16285946943497437,,,,,,1.0654268215279445,0.007763728646607234,0.012438037445879884,,,0.015255747101432524,0.017234242712564216,0.02074194550538917,0.026906596650943335,,,,,,909.227749488429,,908.8284241923477
Algeria,min,1.0772042668538413,,0.00498184401470311,0.0021439292879883733,,,0.0018557747378554323,0.0031151567553984816,0.004090438297976913,0.0032336672349768977,,,,,,0.7894484519840079,0.000312418554086318,0.00024659578390859424,,,-0.030727265614692627,0.00027300046483497164,0.0005645799370420899,0.0005352596186619393,,,,,,,,
Algeria,std,1.330379333917153,,0.09945511396875484,0.11125006939340092,,,0.11711410069609982,0.12171588084702872,0.12798101290470387,0.13778306760461337,,,,,,0.08818969272914935,0.00803267385396665,0.013127980478375547,,,0.01624664861900971,0.018114161974182752,0.020150816956515577,0.023782573083321632,,,,,,44.252973584793125,,44.187652821198625
Andorra,0.025,1.1760346878619143,,0.014270867738681211,0.012008077085799864,,,0.012500970427164769,0.013323276024703016,,,,,,,,1.126309828307472,0.0007868908661420075,0.0011180274225449478,,,0.001486147533648625,0.0019654803412274494,,,,,,,,446.7813770112904,,446.6800545059829
Andorra,0.25,1.5927810586590105,,0.032788225524004205,0.033697576610254805,,,0.038407183043440485,0.04311250837725573,,,,,,,,1.2955001633368337,0.001988053976298014,0.0033895767750895065,,,0.0048773510308219754,0.006614822913961477,,,,,,,,489.2019922413947,,489.0432271100314
Andorra,0.5,2.0548372562364454,,0.055196330730584525,0.06120021324509277,,,0.07048175294647036,0.07937079118434795,,,,,,,,1.391846701484071,0.0035131553257899007,0.006387236715182448,,,0.009259833776026315,0.012445372858514634,,,,,,,,511.46013589397376,,511.27123055329014
Andorra,0.75,2.8570323347148228,,0.10206179630337392,0.11684302402190364,,,0.13365330226283387,0.149647281164207,,,,,,,,1.4944723676563694,0.0065991069127232915,0.01261474633028501,,,0.0182042626909804,0.024200013364214443,,,,,,,,533.7182795465528,,533.4992339965488
Andorra,0.975,6.145474433657533,,0.41703759173195976,0.46714986527788316,,,0.5090709318786663,0.5363790709797522,,,,,,,,1.7104611475698017,0.027106369920120322,0.05054550655113137,,,0.07011490009656604,0.08709189586498464,,,,,,,,576.1388947766571,,575.8624066005973
Andorra,max,29.135817003200962,,2.0206484374905243,1.0690530431618768,,,1.0164004174696697,0.9993613946469624,,,,,,,,2.0426512935506467,0.16161888287636242,0.21476072170469182,,,0.23927375607053694,0.2553171353821491,,,,,,,,,,
Andorra,mean,2.469209868774407,,0.09239072761482561,0.10199049833264971,,,0.11368037582570148,0.12446394400947036,,,,,,,,1.3983352312816733,0.00599195885967507,0.011001701927201716,,,0.01559523166576322,0.020268245217123438,,,,,,,,511.46013589397376,,511.27123055329014
Andorra,min,1.0354379973410048,,0.0035391482757494842,0.0021693521501998966,,,0.0018111689778286687,0.0014798263861233534,,,,,,,,0.8808806755550512,0.0002492541939578366,0.0002275040913672544,,,-0.03304477058683154,0.00019683945185848173,,,,,,,,,,
Andorra,std,1.4169811808892934,,0.11544015848378424,0.11950892287521393,,,0.1265900934966197,0.1329083531227413,,,,,,,,0.148450167418876,0.008137524230186119,0.013983746795009237,,,0.018806416087862404,0.023224274037176765,,,,,,,,32.999973159130064,,32.95528721792552
Antigua and Barbuda,0.025,1.095914682742008,,0.006798872441047436,0.0014217089543448957,,,0.0009128020513288799,,,,,,,,,2.3455723023099386,-0.2726011165890276,-0.8702234051538298,,,-0.7653039915715064,,,,,,,,,71.18894774594838,,71.15217641679082
Antigua and Barbuda,0.25,1.6217707613180656,,0.04421859952611826,0.03540147257275777,,,0.032351048273120964,,,,,,,,,2.98024747505857,0.006278488221401741,0.006573656520751069,,,0.0061616390341620066,,,,,,,,,98.13432044353677,,98.09874145638955
Antigua and Barbuda,0.5,2.290041444284401,,0.19529312093441142,0.1862245166622914,,,0.19150332296987982,,,,,,,,,3.3921291726116527,0.02279386686449516,0.027852828378281288,,,0.029684848787190136,,,,,,,,,112.27258725135948,,112.23763388738169
Antigua and Barbuda,0.75,3.3781037846679633,,1.0227304344142834,1.0229097638831819,,,1.0322941977225135,,,,,,,,,3.843584372888943,0.1060714621458679,0.2533150246002653,,,0.3107566797478398,,,,,,,,,126.4108540591822,,126.37652631837383
Antigua and Barbuda,0.975,7.266010468932818,,4.330239622091457,5.00474418862664,,,5.047811972104197,,,,,,,,,4.955010047228193,0.7022406012935911,1.4035441286266592,,,1.4868145855955404,,,,,,,,,153.35622675677058,,153.32309135797254
Antigua and Barbuda,max,40.540632266392926,,912.634170698441,329.87510378888345,,,1052.4546640095894,,,,,,,,,7.406182799850778,554.6399785515227,186705.50192720373,,,4762.260257379285,,,,,,,,,,,
Antigua and Barbuda,mean,2.801813953594378,,0.6829440767099934,-16.039936500825842,,,0.4245830773935657,,,,,,,,,3.451199699180519,0.11126233436121225,9.468522032942463,,,0.46805240147658994,,,,,,,,,112.27258725135948,,112.23763388738169
Antigua and Barbuda,min,1.00062479596923,,-1287.5902642278252,-336175.0426124673,,,-7396.148918293865,,,,,,,,,1.541157758622398,-127.55671843715027,-402.31424737755293,,,-525.5197302639923,,,,,,,,,,,
Antigua and Barbuda,std,1.8657445472304814,,13.893740415140357,2377.1343119760836,,,54.10484832318595,,,,,,,,,0.6697902062138404,4.806203513508513,1320.2151697892161,,,35.52415613832839,,,,,,,,,20.961425735102072,,20.96235328540101
Argentina,0.025,1.592682486431148,,0.013588030973785683,0.010617126738088265,,,0.011045655097299215,0.013774989441116594,0.017274929659436174,,,,,,,1.040557088963181,0.0005986542130796626,0.0006317468740354193,,,0.0006882224166599953,0.0010213930311677574,0.0016398828472225914,,,,,,,722.9361131505859,,721.9173288572679
Argentina,0.25,2.6101844971092123,,0.027992098583068337,0.025853633301379603,,,0.028400939408892087,0.03562340122849267,0.04679060502743995,,,,,,,1.152586977027217,0.0013193266322980653,0.0016170200650276472,,,0.001936365701317037,0.002834310037207716,0.004637213346132171,,,,,,,781.3848682613993,,779.8308379357842
Argentina,0.5,3.5129633114442256,,0.043971619768295035,0.04210932947611272,,,0.0468247025187919,0.0591391681711254,0.07799092393133723,,,,,,,1.2169622037253622,0.0021111371489002636,0.002702068784261144,,,0.003304563342825189,0.0048714873384420425,0.007914997122404146,,,,,,,812.0529946078474,,810.218120098061
Argentina,0.75,4.6785388926352915,,0.07308376277619569,0.07351923607386435,,,0.08247974689562415,0.10311741057047884,0.13455043068098946,,,,,,,1.2867353762366878,0.003592697655965574,0.00484216870542367,,,0.00602126712965387,0.008714923238021857,0.014052923006380948,,,,,,,842.7211209542954,,840.6054022603379
Argentina,0.975,7.772231802919702,,0.22030352517766819,0.2389479332041926,,,0.29739134917699594,0.3720394717139786,0.4459175276410354,,,,,,,1.434365301084191,0.011509110624358382,0.016682050875586718,,,0.0231900033825251,0.03263416868780709,0.04652392747050289,,,,,,,901.1698760651088,,898.5189113388542
Argentina,max,18.16690426300227,,1.4685185514571384,0.8782114863092746,,,0.8104979352231331,0.8279863124119119,0.8776670539758749,,,,,,,1.7425546402109322,0.07363584041464519,0.07211512552300914,,,0.08565324558629848,0.09456162250295906,0.13623426547102802,,,,,,,,,
Argentina,mean,3.8139591822457732,,0.06224703078355719,0.062182573778126735,,,0.07137552797861434,0.08871249579209424,0.11255996498123261,,,,,,,1.2221792331340002,0.003070681067633207,0.004135579645914103,,,0.005295064277708829,0.007603249505891622,0.011727328513665253,,,,,,,812.0529946078474,,810.218120098061
Argentina,min,1.031014554985056,,0.004134266407096125,0.0015848628283303948,,,0.0012587856768020403,0.001381053512847287,0.0019666820631726468,,,,,,,0.8791024780806385,0.00016041365621646887,8.349335011725415e-05,,,-0.00963989557208433,-0.001198179352781022,0.00023706531843431744,,,,,,,,,
Argentina,std,1.6244272325459954,,0.06513074993141331,0.06436094147194553,,,0.07540065076222686,0.09101768711599692,0.10733030455946387,,,,,,,0.10032745441003474,0.0033304303670226476,0.004570867902160492,,,0.006114032484234901,0.008414381487059572,0.01181143689505443,,,,,,,45.46863215865397,,45.05225194814728
Armenia,0.025,1.4310810651409214,,0.04850742541224858,0.06643373668385628,,,0.07948745606691783,0.0924617068438383,0.1026735263116721,,,,,,,0.8638455966655967,0.0013211771400637186,0.002944029487526258,,,0.004716879545746828,0.006739820225951623,0.008759148641444045,,,,,,,553.4342887090969,,553.7519993155807
Armenia,0.25,2.3726410911969826,,0.1534404369371499,0.22062607911832083,,,0.2506457195139493,0.27428478406699863,0.29776406612813056,,,,,,,0.9932104694107353,0.004358630352217688,0.01105124498971586,,,0.01636892209207446,0.021127922320150025,0.026072648558944752,,,,,,,600.055276382892,,600.436858070686
Armenia,0.5,3.1409147439104323,,0.2638645125193225,0.37568510445828274,,,0.4190440758707606,0.44609589379855397,0.46901392501952144,,,,,,,1.0715477866980998,0.007502717056403907,0.019209344477816533,,,0.028136189168160172,0.03500638605182479,0.04127471481358714,,,,,,,624.5173600947762,,624.9324550094609
Armenia,0.75,4.036475053200915,,0.4090037736206368,0.543707178940731,,,0.588670632463075,0.6158245252021921,0.6362157458900742,,,,,,,1.1552362403594645,0.011819816358947823,0.028752563683855176,,,0.041026147428464124,0.050388414070771305,0.05820239951911875,,,,,,,648.9794438066605,,649.4280519482359
Armenia,0.975,6.225539887929044,,0.7017171798506854,0.798936718672684,,,0.8302351234753231,0.8450193718456199,0.8574774948210875,,,,,,,1.3327659274167245,0.02225004504181717,0.049266421889154144,,,0.06771504290582138,0.08104701125884455,0.09249851900551563,,,,,,,695.6004314804555,,696.1129107033411
Armenia,max,20.21049082045512,,1.0294067402265106,0.9655751997123305,,,0.9650376842346623,0.9655767506608789,0.9667914004126918,,,,,,,1.6269804397268397,0.05359066811932543,0.09332531376720592,,,0.12013978006057015,0.19634248715294028,0.2681073402721651,,,,,,,,,
Armenia,mean,3.3239297616559575,,0.29611937601971255,0.39059544500175364,,,0.42615026547959534,0.4497914374374339,0.46967578726229475,,,,,,,1.078138057291557,0.008669297151738928,0.020953465515642814,,,0.029993996292965557,0.03713516485071929,0.04353291175080535,,,,,,,624.5173600947762,,624.9324550094609
Armenia,min,1.083284333236264,,0.00861935827612974,0.014625224760005748,,,0.01777981843682603,0.01865172300982703,0.019520854710669198,,,,,,,0.6711532576056969,0.00024262890215527013,-0.08174296419832539,,,-0.8292946765330932,0.0010517654500209665,-0.03373579239012318,,,,,,,,,
Armenia,std,1.348883354762495,,0.17892547848103807,0.20620184462757596,,,0.2119876076090608,0.2127190533481199,0.21213026093011736,,,,,,,0.1200916251914998,0.0056268199613424144,0.012565281321185683,,,0.01820399925217352,0.020214034387569517,0.022553744011918526,,,,,,,36.26753958050941,,36.31722636504674
Austria,0.025,1.588447687675507,,0.015373614549397053,0.012992562734649485,,,0.012955367149873576,0.013919894358249902,0.017398099968021004,0.02230431196473929,0.02627835340194803,,,,,1.0659677301412693,0.00038038061916408755,0.000420493853974136,,,0.00043898383591147306,0.00048670492462513185,0.0007450757454681732,0.0013286134144776078,0.002118854650104663,,,,,1173.214406483075,,1156.212003781666
Austria,0.25,2.4350650973799697,,0.0333563418460849,0.03003058553097216,,,0.030563355359504996,0.034163380351956645,0.04503375419887816,0.06150931048530861,0.07588482655596201,,,,,1.176677842161217,0.0008847151098949796,0.001014669803464307,,,0.001097529653105088,0.0012665377099956192,0.002066255749697983,0.003832701779944643,0.006277413662782075,,,,,1263.1639679828202,,1242.4208460731215
Austria,0.5,3.1835492945523125,,0.054943649109896756,0.05033449968593766,,,0.051823477060724446,0.05883099944968541,0.07881885354439783,0.10813257118417754,0.13435004599057154,,,,,1.2408236772949652,0.0015018575907549655,0.0017486196041538596,,,0.0018780949730575441,0.002237904874548436,0.00373159669778844,0.006975346281253535,0.011446371491838983,,,,,1310.3606022251024,,1287.6547208162679
Austria,0.75,4.203056380411056,,0.0980220212963154,0.08978630634724749,,,0.09212537139346128,0.1055543371740352,0.14345865367056698,0.19784282035080292,0.24582509385789156,,,,,1.3078344428128486,0.002700443166395889,0.003141162782955671,,,0.0033538422483860436,0.004106767658199192,0.006903732451538512,0.01301331133096257,0.021225294387172064,,,,,1357.5572364673847,,1332.8885955594142
Austria,0.975,6.9964908012332145,,0.3511763354394187,0.3048728101084313,,,0.30608495033085004,0.33292999696640085,0.4150731352055361,0.5392994162198449,0.6360337895726169,,,,,1.447632592648671,0.009844806306671469,0.011005248643486157,,,0.011497122339384212,0.013420931068959297,0.0203594843018643,0.03590066184095422,0.05703281230749208,,,,,1447.5067979671298,,1419.0974378508697
Austria,max,12.331508784979432,,1.527554747638958,0.9248941465840641,,,0.8743063918270092,0.868563261110825,0.8910861747598283,0.9335776861864812,0.9635286096660497,,,,,1.6910078253226937,0.04393746396437886,0.03853752084480116,,,0.054382570321559555,0.04139271327790794,0.056802671696130715,0.08782150206210386,0.12592819494486668,,,,,,,
Austria,mean,3.4767357142203,,0.08573426684663964,0.07625466608118218,,,0.0775334451616053,0.08685588654445371,0.11372966745330222,0.1535458774176178,0.1875241234059346,,,,,1.2450411580147454,0.002354230871927332,0.0026806557730581024,,,0.0028498186632210363,0.0033808459548044846,0.00546543986135848,0.010046800219180148,0.01631380187104737,,,,,1310.3606022251024,,1287.6547208162679
Austria,min,1.1354490255612655,,0.005604031289557402,0.003939193507093423,,,-0.4908585690550385,0.001980790062278698,0.0015222042176092306,0.0020314723324963042,0.002614098391743796,,,,,0.9338599494977449,0.00012237481747922103,0.00012999078489729011,,,-0.002315948264797849,7.015602397957367e-05,6.973583147534988e-05,0.00012785861096971962,0.0002211285272211675,,,,,,,
Austria,std,1.4251237009260864,,0.09830718733015349,0.08045175049928562,,,0.0801036818170634,0.08604853193510405,0.10534366209546177,0.13495988754509156,0.15870280855616545,,,,,0.09723945083452466,0.0027499047542594583,0.002933641796754936,,,0.0030676955436066003,0.003498509098468833,0.005219915971302508,0.009202857739085584,0.014651053372076986,,,,,69.97383463360501,,67.06384304579333
Azerbaijan,0.025,1.3638997414612448,,0.014198929188576829,0.00867050152514027,,,0.007250875287273486,0.00640587498022211,0.006390084758843776,0.007006034182795546,,,,,,1.2514467685586772,0.00082505936861798,0.00075226103767075,,,0.000688747368691404,0.0004931355070186704,0.0004760738426224117,0.0005467490050318088,,,,,,636.217815853647,,564.2981164755954
Azerbaijan,0.25,1.9960652271727137,,0.031136962433790907,0.02443490859637089,,,0.02381283619405919,0.023111490252834023,0.022886638368248564,0.024196991922089853,,,,,,1.4300834363172823,0.0019913049803873023,0.002197011405002968,,,0.0025246309234321414,0.0022769419046685087,0.002072019144286916,0.0021926056692441113,,,,,,740.5865736122289,,629.0692548264245
Azerbaijan,0.5,2.5370564503810877,,0.05133722417407792,0.04221911445682415,,,0.04185333720076054,0.04140388210010772,0.041483969413049805,0.04393255390065592,,,,,,1.5319598821403884,0.0034523755628009787,0.003943789311368029,,,0.004636742876163183,0.004328892786349704,0.00397837276858249,0.004177420563330267,,,,,,795.3489760533691,,663.0547426401588
Azerbaijan,0.75,3.262064969937441,,0.09149024093528837,0.07639625876298206,,,0.07640120596771673,0.07609327157624987,0.07760769512009977,0.0830327688478151,,,,,,1.6461533903086527,0.006392303681168077,0.007455110694080648,,,0.008900163501056251,0.008522712537557937,0.007857670404334532,0.008318093342503854,,,,,,850.1113784945094,,697.0402304538931
Azerbaijan,0.975,5.217112258034657,,0.33603004573503903,0.2684329929426208,,,0.2587344512232419,0.25517394494036705,0.26614306092025153,0.29568704634376397,,,,,,1.8732480643999685,0.024857666544993228,0.02734643481657841,,,0.03161317889899394,0.030315805491421866,0.028538047007763516,0.03103075231534371,,,,,,954.4801362530912,,761.8113688047222
Azerbaijan,max,10.051653992437943,,2.357573535471878,1.0286662834309621,,,6.824924318320078,36.67445386008462,1.3585009170930291,1.9093472230940594,,,,,,2.2841536249613017,0.2834565631495687,0.16825174622180736,,,0.7280946830209089,0.5043799924002298,0.218835342776943,0.3260361618915966,,,,,,,,
Azerbaijan,mean,2.7328361080543035,,0.08086239426067393,0.06504305518479762,,,0.06427339757492422,0.06511619184263126,0.06424741033838462,0.06938380762496513,,,,,,1.541545573061662,0.005664684379398973,0.006366994132547275,,,0.00726079777358882,0.006155108742947966,0.0065366231534906005,0.006951526867339447,,,,,,795.3489760533691,,663.0547426401588
Azerbaijan,min,1.0730641089464965,,0.005928213874157485,-0.0005804894230668946,,,-0.46305434549502855,-0.2874453615344117,-0.14905227159256323,0.0006104030962639336,,,,,,1.0158118781959327,0.00023383098037597398,-0.15218348692763775,,,-3.0228362742905963,-15.412164767374056,-0.28860947353704386,-0.15151940640985906,,,,,,,,
Azerbaijan,std,1.0081832246921698,,0.09716752600228365,0.0723831940481703,,,0.1016431760849063,0.275924196382451,0.06981559021985617,0.07726144679341766,,,,,,0.16067097510611303,0.007553975129690108,0.007841907861777249,,,0.03188746894020454,0.11283885914632892,0.008479082119620233,0.008739536338608196,,,,,,81.1908593499311,,50.386959629637595
Bahamas,0.025,1.1024010826552657,,0.007345233685986649,0.0014275131389341427,,,0.0015213216895283608,0.0008419906204360108,,,,,,,,1.232420708347383,-0.1940431018313002,-0.6206803505231295,,,-0.5879288096456814,-0.8404634016577419,,,,,,,,166.79699123691373,,164.40920544656612
Bahamas,0.25,1.5584419129718419,,0.03962501153256487,0.032260926881201864,,,0.030479420907666907,0.029118584052830982,,,,,,,,1.5457253504527244,0.005849306063181946,0.006429095869924725,,,0.006362410537071243,0.005398710946313527,,,,,,,,191.68498861267423,,189.32915976834556
Bahamas,0.5,2.0661290027382746,,0.1155864564020197,0.11508182622633639,,,0.12121573372071734,0.12134838807798597,,,,,,,,1.7337385551244835,0.017312711304475627,0.022216161189208106,,,0.024750775997688386,0.022928521005610228,,,,,,,,204.7437483173558,,202.40468731789048
Bahamas,0.75,2.8642695358969603,,0.8540869753603931,0.8700425123578475,,,0.8963775364982356,0.8735186818175147,,,,,,,,1.9416878174274212,0.0688092217476731,0.11871099174748298,,,0.14372261576977996,0.14893329781402703,,,,,,,,217.80250802203736,,215.4802148674354
Bahamas,0.975,6.150040574536083,,4.312266483087766,5.01089604837442,,,4.968214507344258,5.06722570444359,,,,,,,,2.3821756127540343,0.5904075717703887,1.201679730397311,,,1.314288286060267,1.6217583656822383,,,,,,,,242.69050539779784,,240.4001691892148
Bahamas,max,34.530783998448264,,1337.1745164444637,4758.301072192115,,,1936.6126463668606,2341.306910041384,,,,,,,,3.4695624514310537,135.58148692880292,98.72865998393976,,,4284.255391458075,10591.209288558051,,,,,,,,,,
Bahamas,mean,2.459776717943488,,0.688055543436944,1.0907041380267395,,,0.6839120865796986,-7.466023975260079,,,,,,,,1.753022877564868,0.06484418226426426,-0.1576422547016683,,,0.1765477570624666,0.7062328374860892,,,,,,,,204.7437483173558,,202.40468731789048
Bahamas,min,1.0005035736358325,,-275.47114846002086,-91.89129721496387,,,-1962.5300723674209,-164230.5392370073,,,,,,,,0.7549686822615366,-225.49415213804446,-2866.573315187824,,,-3700.7614671368733,-1106.870585413575,,,,,,,,,,
Bahamas,std,1.5286622072080143,,10.694551897654136,36.90944678121215,,,21.353969008282526,1161.4629988201316,,,,,,,,0.29597962101180075,2.6349191585155696,21.854077879731783,,,40.309647207972446,76.57971569289552,,,,,,,,19.36094610909243,,19.385806153086413
