model,roi,quantile,R0,car (week 0),car (week 1),car (week 10),car (week 11),car (week 2),car (week 3),car (week 4),car (week 5),car (week 6),car (week 7),car (week 8),car (week 9),car-by-week,extra_std,ifr (week 0),ifr (week 1),ifr (week 10),ifr (week 11),ifr (week 2),ifr (week 3),ifr (week 4),ifr (week 5),ifr (week 6),ifr (week 7),ifr (week 8),ifr (week 9),ifr-by-week,loo,q,waic
fulllinearmodel,Albania,mean,6.787574053942751,0.20691805516011172,0.28889107508979506,,,0.3462333073458765,0.40510703844802176,0.4557347996168403,,,,,,,0.6126907703250455,0.006667081053825144,0.015591810095670613,,,0.023405436201298153,0.03231125682621474,0.042636251231354755,,,,,,,547.4705758623177,0.1973719659721429,547.2679441692906
fulllinearmodel,Albania,min,1.061984555032432,0.0138308880900822,0.017216823070536895,,,0.01710469432280114,0.017267006411935897,0.011082698874179975,,,,,,,0.3024755470154148,0.0003154000933439912,0.0006818611959442678,,,0.0011423345655305619,0.00128376286089881,0.0009774806841350726,,,,,,,,3.1282314985061305e-05,
fulllinearmodel,Albania,std,4.8983771765285775,0.1596940643561488,0.17469584326059925,,,0.1837679678022896,0.19927018733062893,0.21238761181688517,,,,,,,0.09856535231688099,0.005317682807132913,0.010451330252140071,,,0.013687094494115547,0.01726641061570578,0.021692936574235645,,,,,,,24.69460284145103,0.1861072340135202,24.661315888184042
fulllinearmodel,Algeria,0.025,1.6008460543260414,0.01918896565283116,0.015581973307951816,,,0.016263660648658033,0.018124541203212947,0.02120545277954855,0.025317418762530814,,,,,,0.9066575714615808,0.001477583936354299,0.0015530055432955024,,,0.0016442740869112322,0.0020331537816769387,0.002824320367965564,0.003992995395316468,,,,,,822.0612426755886,0.005343630471503165,822.0245857000632
fulllinearmodel,Algeria,0.25,2.774969988213079,0.05622751557104201,0.06610391407925631,,,0.07295475947918327,0.08098643665454512,0.09293751333346417,0.1085974716708359,,,,,,1.008790524367667,0.004260727183824538,0.0069955353588418995,,,0.008588786767907565,0.010355232897255604,0.01314617454628398,0.017400278719043767,,,,,,878.6484465223432,0.06289423184657075,878.5920896627805
fulllinearmodel,Algeria,0.5,3.8277644420494292,0.09978917730488168,0.1284460628035802,,,0.14683819708532125,0.16747677658692728,0.18940522314854819,0.21639107245119404,,,,,,1.067569659186458,0.0074990223472198,0.013991558989849669,,,0.018273850856913992,0.022368215183604004,0.027478635677862816,0.03508853185291823,,,,,,908.3398148649928,0.14644436689329324,908.2731214545228
fulllinearmodel,Algeria,0.75,5.912341628346882,0.18347155744518182,0.2356211090081422,,,0.2619706559614674,0.2980218249160362,0.35203081842971246,0.4076691887226832,,,,,,1.1309881617785305,0.013936636731815673,0.026443735126507294,,,0.03401401035084956,0.04119097304327853,0.051582848238286835,0.06697292501983251,,,,,,938.0311832076425,0.2825504718923354,937.954153246265
fulllinearmodel,Algeria,0.975,14.841019906239449,0.980185794311373,0.9147156789272339,,,0.8948079577688256,0.8889280114801206,0.8958580505240773,0.9113769764926006,,,,,,1.2585846546421087,0.06530751840489146,0.10131176403628568,,,0.11333375108359642,0.1209156615965473,0.1293435253746176,0.14734983254973436,,,,,,994.6183870543971,0.73113808365046,994.5216572089823
fulllinearmodel,Algeria,max,39.2903776391366,1.519466465226758,1.0764198964345655,,,1.0199548252744275,1.0066122126366261,1.0012843163162553,0.999947640599084,,,,,,1.477310356652529,0.2039227718888057,0.227689940173957,,,0.24078530494512979,0.24839699072376029,0.2576918380735374,0.28267710057638223,,,,,,,1.8236833564548918,
fulllinearmodel,Algeria,mean,4.991611380275735,0.17276849733076102,0.1957629227669507,,,0.20972397285580463,0.22774703614935016,0.2546538920283699,0.2875814418359786,,,,,,1.0718299175998047,0.01283875316848367,0.02215585863344291,,,0.027177697717153518,0.03147270186285125,0.03755282998345009,0.047131256737082496,,,,,,908.3398148649928,0.20434405297139865,908.2731214545228
fulllinearmodel,Algeria,min,1.0275888082801805,0.002713152081894918,0.00020424673925674672,,,0.00019069705150042448,0.0002462457275082545,0.0003110478801359841,0.00013167450112847278,,,,,,0.7904956636033847,0.00019548842241564037,2.471573188572313e-05,,,1.787756519484993e-05,2.6761025091234165e-05,5.4656860275211676e-05,2.6396888051496088e-05,,,,,,,1.2064306031292805e-06,
fulllinearmodel,Algeria,std,3.520485115829453,0.2176035596817187,0.20784012920492675,,,0.20606108680340635,0.20813234831696512,0.21696866962007938,0.23174828538223263,,,,,,0.09020009502719627,0.01636502661728397,0.025131322609130965,,,0.028511790387255757,0.030462576333221254,0.03321918625028574,0.03908139767435334,,,,,,44.02048857527927,0.19592608149460494,44.00516358197245
fulllinearmodel,Andorra,0.025,1.2823035806962184,0.019834807149019692,0.019757355581679986,,,0.02092049882768686,0.022324159174059045,,,,,,,,1.1324232238154204,0.0011276478723724049,0.0019291506557930064,,,0.002626178191985209,0.0033059877226874,,,,,,,,447.66247429500925,0.004778455178975156,447.59686892166053
fulllinearmodel,Andorra,0.25,2.336451113013982,0.04737542865797943,0.057591909383490646,,,0.06545130098414903,0.07197551052245722,,,,,,,,1.301710541871648,0.0028847457636604094,0.005898003160665046,,,0.008630688757487338,0.011189831942731026,,,,,,,,489.8651174765701,0.057986398242959813,489.75906019872116
fulllinearmodel,Andorra,0.5,3.8008338672862596,0.07835756734048208,0.1007417987991191,,,0.11764183075439581,0.13027660231025368,,,,,,,,1.399747834189351,0.00489404893374561,0.010577932328910758,,,0.015788269683158766,0.020583760490810465,,,,,,,,512.008890954591,0.1407540310335909,511.8816085177834
fulllinearmodel,Andorra,0.75,5.8823804799071,0.1351571269318851,0.17658214642194958,,,0.20717029671897016,0.2293119646674538,,,,,,,,1.5044778314400364,0.00855446506394742,0.018727880272224436,,,0.028258284205442092,0.03720783919694817,,,,,,,,534.152664432612,0.2770973341854434,534.0041568368456
fulllinearmodel,Andorra,0.975,13.711141105867208,0.4608862357653574,0.5158927613961795,,,0.5603313635871764,0.5997654772692902,,,,,,,,1.7296934803670947,0.03080604129277799,0.05904447562475972,,,0.0824054273992703,0.10514096370191546,,,,,,,,576.3553076141728,0.7210449122497519,576.1663481139062
fulllinearmodel,Andorra,max,106.08548804836235,2.981824280922121,1.4606866706782895,,,1.2039506018354806,1.1209050528219735,,,,,,,,2.2010274783524824,0.25392011258451713,0.24106672990756975,,,0.26090532417567086,0.28115812078236424,,,,,,,,,2.1123014298837894,
fulllinearmodel,Andorra,mean,4.711707413080014,0.11959491070515443,0.14278872722443897,,,0.16143914837440898,0.1765741387282873,,,,,,,,1.4078890256537353,0.007645921533025985,0.015485252685103137,,,0.02248841036961984,0.029030624162574275,,,,,,,,512.008890954591,0.19984360787032707,511.8816085177834
fulllinearmodel,Andorra,min,1.010698596513788,0.003204500799499402,0.0016051751039069461,,,0.0013500864667144376,0.0012475873339947683,,,,,,,,0.934695951953232,0.0002101628601514965,0.0001995888524871105,,,0.00020380084115992464,0.00020756898568821292,,,,,,,,,7.96823610842957e-08,
fulllinearmodel,Andorra,std,3.703778732520428,0.1579020489449156,0.14345638078633413,,,0.14777635833527378,0.15466149234515875,,,,,,,,0.15278333292767424,0.010709519819506077,0.017034800126281006,,,0.022353185437193397,0.027483150437738125,,,,,,,,32.83040768459935,0.1964883600201796,32.798939216839024
fulllinearmodel,Antigua and Barbuda,0.025,1.2486816910128409,0.023687950005708027,0.01989883112043259,,,0.0175180047831015,,,,,,,,,2.3224499067872206,0.0040843250944556314,0.005741989881248488,,,0.005775928991768859,,,,,,,,,67.72540379593335,0.004478959838628346,67.72505730479205
fulllinearmodel,Antigua and Barbuda,0.25,2.573961924747486,0.08929208113669154,0.1155605204533918,,,0.12897582645649985,,,,,,,,,2.9523266395603507,0.018329593486613765,0.037895813456025954,,,0.051136784081635744,,,,,,,,,94.67958488068977,0.05144170096420964,94.67900212658165
fulllinearmodel,Antigua and Barbuda,0.5,4.268334651099287,0.23780656931705307,0.345527020467141,,,0.39079648938087896,,,,,,,,,3.350387191585763,0.047430330204484145,0.11137945341909081,,,0.15489175655192766,,,,,,,,,108.82247345898588,0.12485682709111809,108.8217667374382
fulllinearmodel,Antigua and Barbuda,0.75,6.929002838558117,0.675668993302025,0.845803260247614,,,0.8724050634762248,,,,,,,,,3.814982778362426,0.1230821967398866,0.2798970160114176,,,0.36571515853278247,,,,,,,,,122.96536203728199,0.2510634039617955,122.96453134829474
fulllinearmodel,Antigua and Barbuda,0.975,15.221097027231936,1.3396029180298137,1.30356837676101,,,1.2914350804236656,,,,,,,,,4.8920609121713925,0.473611258409937,0.7967162594233375,,,0.8812024951781626,,,,,,,,,149.91954312203842,0.6743325281550275,149.91847617008435
fulllinearmodel,Antigua and Barbuda,max,59.985825725639906,12.078556109433338,10.254426801194947,,,9.308813390533247,,,,,,,,,7.00435240891113,5.811530335338106,10.420634034686346,,,9.10512610341751,,,,,,,,,,2.0494662960808205,
fulllinearmodel,Antigua and Barbuda,mean,5.323685379858852,0.41565018208448984,0.48559870182278375,,,0.5056606859167828,,,,,,,,,3.4212895677973902,0.09906312291416593,0.19746115020346386,,,0.24543457240901353,,,,,,,,,108.82247345898588,0.18094075262576825,108.8217667374382
fulllinearmodel,Antigua and Barbuda,min,1.0051012165471351,0.0025639202354903186,0.0001764262511062677,,,1.042770465737375e-05,,,,,,,,,1.6156465247115324,0.0002948398550881585,5.308304300430418e-05,,,3.563828581651811e-06,,,,,,,,,,2.0636182422377244e-06,
fulllinearmodel,Antigua and Barbuda,std,3.8423772648026047,0.4427849429052162,0.4416244641482232,,,0.4355451514747398,,,,,,,,,0.6646815742467747,0.15142207583709985,0.24540449033805065,,,0.2713517730850422,,,,,,,,,20.96827798225936,0.18287351959003897,20.968094187858423
fulllinearmodel,Argentina,0.025,1.8165853369804754,0.013039146716538108,0.008896714713273274,,,0.01025157626843637,0.012740507432291041,0.015101446312845322,,,,,,,1.0366452389443541,0.000576586267018405,0.0005075605463524418,,,0.0006448704335260451,0.0009724489949076266,0.0014686268164812125,,,,,,,722.2020511799922,0.005400015440832612,722.0587437472341
fulllinearmodel,Argentina,0.25,2.9890677868177353,0.03265169412080137,0.0315266251829551,,,0.0361690327287682,0.04522284109158843,0.056447540072919807,,,,,,,1.1493857576079929,0.0015252036833563257,0.001967766162881877,,,0.0025708246286198114,0.00379434201530372,0.005738760744043982,,,,,,,780.2797003563495,0.05850155106009909,780.000101542183
fulllinearmodel,Argentina,0.5,3.9800026228816225,0.05546801456231506,0.05764506462017241,,,0.06776901576317917,0.08461502586568379,0.10600244098954892,,,,,,,1.2164373751442246,0.002606762769111883,0.003670581074474621,,,0.004923534591877311,0.007294608506515808,0.010954312892430408,,,,,,,810.7531070092089,0.13928766603192455,810.4019959567228
fulllinearmodel,Argentina,0.75,5.318461449105266,0.09806350869198693,0.110398598122423,,,0.13633699743369623,0.1719648143701828,0.2111901830230815,,,,,,,1.2877397214238324,0.004715869173450826,0.007278699971441613,,,0.010244796210772756,0.01501136810127566,0.02200589533693553,,,,,,,841.2265136620682,0.2752811868483376,840.8038903712626
fulllinearmodel,Argentina,0.975,10.125118944253549,0.3418793423672647,0.3637515122276159,,,0.4454075182923193,0.5515939416722755,0.6395780164546292,,,,,,,1.438320743457811,0.017346178202044163,0.02540474713950618,,,0.0361136142736691,0.05134714867438823,0.0708938505224812,,,,,,,899.3041628384256,0.7285829757520637,898.7452481662115
fulllinearmodel,Argentina,max,55.77286032852447,1.8995799835695468,1.1006337338096037,,,1.0233869010878598,1.0066917838584173,1.0025665677861282,,,,,,,1.6902028109671812,0.15250094487459967,0.1584166149980291,,,0.17106764857586107,0.17989804152622674,0.19414187269530606,,,,,,,,1.9027843817663324,
fulllinearmodel,Argentina,mean,4.482260430055841,0.08704048934614193,0.09137280485857689,,,0.11033804601264169,0.13735661508090988,0.16547257169044774,,,,,,,1.2215869836264779,0.004201228993381963,0.006095639306463429,,,0.00840790257062947,0.01221115626910469,0.017534537916700798,,,,,,,810.7531070092089,0.19921148501712915,810.4019959567228
fulllinearmodel,Argentina,min,1.042728299532522,0.0015851416089086635,0.00010609844370795062,,,0.0001417441122490905,0.00010946535219511131,7.835733925064194e-05,,,,,,,0.9024575191441326,6.21989470264201e-05,5.095303201493093e-06,,,6.3790640560691235e-06,1.067700445810078e-05,9.443800172969577e-06,,,,,,,,5.0736770460622896e-05,
fulllinearmodel,Argentina,std,2.3321598133848704,0.11914872123375386,0.1082917674230236,,,0.12280987444342639,0.14501153735567002,0.16443798028238452,,,,,,,0.1028657219281365,0.005936340068667664,0.007951974365619223,,,0.010245509682012165,0.013781975392247828,0.01850790379731698,,,,,,,45.179940308952695,0.19866469139054505,45.0739161057698
