roi,quantile,ll_,R0,beta,sigmac,sigmar,sigmad,sigmau,mbase,mlocation,extra_std,Rt (week 0),Rt (week 1),Rt (week 2),Rt (week 3),Rt (week 4),car (week 0),car (week 1),car (week 2),car (week 3),car (week 4),ifr (week 0),ifr (week 1),ifr (week 2),ifr (week 3),ifr (week 4),waic,loo,Rt (week 5),car (week 5),ifr (week 5),Rt (week 6),car (week 6),ifr (week 6),Rt (week 7),Rt (week 8),Rt (week 9),car (week 7),car (week 8),car (week 9),ifr (week 7),ifr (week 8),ifr (week 9),Rt (week 10),Rt (week 11),car (week 10),car (week 11),ifr (week 10),ifr (week 11)
Antigua and Barbuda,0.5,-53.564225237425156,3.7243774360560122,0.6026842645541843,0.03391586101004873,0.05432063444795612,0.07353300846864672,0.08458133017685486,0.10402652861075834,40.742507046580954,3.345106419944495,3.239283909510295,3.0294811519543967,2.761715125413117,,,0.1927131589456912,0.26129097801411194,0.29405971751636795,,,0.036983258840426976,0.08379306740610852,0.1144397107368597,,,109.05517382715877,109.0593667835157,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,0.75,-53.24478430064171,5.997938465893852,1.1924805850145221,0.10604398282815973,0.07833625439910491,0.11490288157190101,0.1479646303776456,0.21687972683611262,54.310295079950045,3.809020787217168,5.363089345450511,5.06687388678038,4.670990362881232,,,0.5181541051497461,0.6253710363298203,0.6611779890297677,,,0.09281310678423266,0.212191264068676,0.27753134508501237,,,123.17765995011572,123.18200676020298,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,0.975,-53.09798956598705,13.152390517187913,3.360839006926898,0.6414456174308325,0.17839588271159687,0.33035735940459304,0.5858857824774222,0.6666796985657232,201.38837545782596,4.889206924573211,12.305933057748433,12.04185044620339,11.51012667096208,,,1.4645202553063972,1.6225177150540697,1.6600799220259546,,,0.39235751842822564,0.7315428218382705,0.8117447481460677,,,150.0929570775575,150.09759710930766,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,mean,-53.941741681246945,4.643376617463194,0.9056942172484299,0.10315961649265831,0.06595797020610032,0.1000566447682106,0.13903264581616656,0.1632010850166647,53.61616742524954,3.4142256513062033,4.153735099552279,3.94450545808247,3.6626935949739052,,,0.34887631439268885,-0.3280178452620054,0.49194308783915985,,,0.07852730958018797,0.5218758312311074,0.21476279512020632,,,109.05517382715877,109.0593667835157,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,std,1.0748228107209654,3.264968568990754,0.9083154140381451,0.20486979459148386,0.04507381783296602,0.11077726615209574,0.22709187866883598,0.1829631364757464,60.50171613251898,0.6609030019312406,3.09790309440787,3.0806804038361433,3.0100255647944048,,,3.100677381521352,98.0906307491605,13.225918292043877,,,0.42147406316221386,51.4022596573737,2.731069650174953,,,20.938029256710593,20.938257360592488,,,,,,,,,,,,,,,,,,,,,
Argentina,0.025,-407.9010498026155,1.842434605824918,0.22372361320241024,0.003763371407983063,0.03146518534527538,0.011160580506900199,0.023008564141939632,0.013219190272029094,34.750374027393015,1.0343477867614843,1.73885057224999,1.7312892456328313,1.7217211058152213,1.7113270749101854,1.6953816248107412,0.01452269330064496,0.012361850466669025,0.013640578592067876,0.016501839142696706,0.020076570923387577,0.0006270174944945624,0.0007183566910362729,0.0008845798738925964,0.0012715056938845696,0.0019003465880902026,721.3879451184484,721.5494646861596,,,,,,,,,,,,,,,,,,,,,
Argentina,0.25,-403.4252471870253,2.954749655328727,0.2761692292861679,0.008198985513138276,0.04595368314341034,0.01523249039848018,0.04278588703290607,0.11927159825454736,55.27156940221773,1.1483351795782446,2.7844586343029136,2.7745708647822567,2.761677358946722,2.744432359026527,2.7220498959462125,0.032077653239110236,0.03103517383150121,0.03533401077696351,0.04385164167632549,0.05483878624707346,0.0014844440713226454,0.0019235264861096908,0.002459931465996552,0.0036322369294710926,0.00552257367993366,779.1919214120453,779.4738056936148,,,,,,,,,,,,,,,,,,,,,
Argentina,0.5,-401.5151262303592,3.850563165210964,0.30904055099774796,0.01344605909646255,0.05720754760196538,0.018224135723664752,0.061948592024106484,0.2184504009659074,59.29058505030984,1.2139792851033142,3.6275079406376043,3.6207829999504355,3.605476897143437,3.5846985446360815,3.555455153291763,0.05240205529373487,0.052207322514310414,0.06002422550313348,0.07504079018865382,0.09410808752747263,0.002479260754521286,0.003313369528389288,0.0043215162518728326,0.006409337278442943,0.009691423140927496,809.5217316011273,809.8667713809666,,,,,,,,,,,,,,,,,,,,,
Argentina,0.75,-399.830662958478,5.031867323582914,0.3595403870954531,0.023581218265453337,0.07266478323974665,0.022108245359950675,0.09393026260177939,0.3226686945854905,62.5650247695266,1.2848583377514602,4.747981006160964,4.741751513261567,4.727228653884173,4.70124313464601,4.6622703623716335,0.08909129588273595,0.0918288111236324,0.10796240316140296,0.13431410720242482,0.16634506310829256,0.004364404323376379,0.006007332371987218,0.007998786542863743,0.011725408426492032,0.017455088594639255,839.8515417902095,840.2597370683185,,,,,,,,,,,,,,,,,,,,,
Argentina,0.975,-397.1972640252283,8.687863054021587,0.6419933292086114,0.08608533674691701,0.12500021038014839,0.03327610524153814,0.23333556955152368,0.5436401818423175,93.6235082245501,1.4322406579633722,8.29979550328357,8.330934593519189,8.3372023973146,8.297152530263268,8.189522061413722,0.2780918284930643,0.27358220985001863,0.31823308676623074,0.38608078081057823,0.45462481834616175,0.014121370171804667,0.018855166210589365,0.0249779586533546,0.03545629805878153,0.05002475056112371,897.6555180838062,898.1840780757738,,,,,,,,,,,,,,,,,,,,,
Argentina,mean,-401.78123012716003,4.202916270550729,0.3382768837132303,0.021367716469796773,0.06251849319870209,0.019252824037223056,0.078748841025366,0.23093666026252146,59.95553289397735,1.2193359325051258,3.9722029704812223,3.972502158554165,3.9637772308557873,3.9417520536671242,3.9002280193372703,0.07571132730498555,0.07518023190292758,0.0872075200622391,0.10740738380760065,0.13103536888821457,0.0036954091595263346,0.004953764917556363,0.006537235450664858,0.009467088598573332,0.013866390128612445,809.5217316011273,809.8667713809666,,,,,,,,,,,,,,,,,,,,,
Argentina,std,2.7421691032859066,1.812069600001508,0.12495481674698655,0.031111924501661628,0.024974798071467377,0.005783868505495866,0.06320888274498315,0.1434917279834063,18.736547403240557,0.10152065952774932,1.750636524214935,1.7925828106317625,1.822863606519562,1.8210575189143567,1.7740569098406387,0.0789335894483332,0.07334913412290643,0.08291896565993129,0.0980537535987185,0.11374157084078729,0.004085114595273716,0.0052358701045881854,0.006789610568981703,0.009315557839024147,0.012837961909492265,44.967043873186924,45.06067835503244,,,,,,,,,,,,,,,,,,,,,
Armenia,0.025,-316.9261158917405,2.751121305793479,0.4054609136173793,0.009255048243368253,0.029184970552470903,0.008341132217133309,0.023602815459476473,0.05292398809453265,17.51141113262244,0.8522895608259704,2.456724382738934,2.3767366343900225,2.3267494619422857,2.2270515564477664,1.9543419926497372,0.03508179314106616,0.051259813298482726,0.06526288510731028,0.07504183713427866,0.08098970155493053,0.0008989806308883568,0.002157534981875583,0.00380998605362589,0.0054749469572280204,0.006856668386535212,552.5602632731478,552.5506456367492,,,,,,,,,,,,,,,,,,,,,
Armenia,0.25,-311.8842261732566,5.478638458132251,0.6802785549826768,0.024984764720139004,0.04223779512682717,0.011210661115058865,0.044801325881301396,0.10312435071717904,32.577710065862306,0.9847716091910109,5.05158794048529,4.913909734486586,4.698310661937148,4.368371824340017,3.846719815957533,0.08972276102425879,0.1378906525542806,0.17086308313858634,0.19379592506187765,0.2091700600434015,0.0024621455906928607,0.006481406834525126,0.010840806315945143,0.014912958926434475,0.018304983948627812,598.9313512676092,598.9188952351244,,,,,,,,,,,,,,,,,,,,,
Armenia,0.5,-309.499076654259,7.90724679577478,0.9742129284425478,0.044710019868240844,0.053049146628820314,0.01328703112168736,0.06710006612297963,0.14219033628059582,39.029318826320015,1.0628463327778825,7.407571365504772,7.229772823900261,6.94055011761785,6.473959747071331,5.718296268356508,0.14838738121086123,0.22619212307210165,0.27213642677608446,0.3028810437883318,0.3229601126301738,0.004161801636348325,0.01106669987906438,0.017883217654307688,0.023848530641064125,0.028759222794347818,623.2623123418051,623.2483669997598,,,,,,,,,,,,,,,,,,,,,
Armenia,0.75,-307.2144177589381,11.16461879161713,1.3841322165629064,0.08189315216390128,0.06909796778185594,0.01596759934168867,0.10656579914163732,0.20329560075358022,44.0268675126619,1.1453037077116082,10.55560185834997,10.343197955385108,9.988286373139204,9.381967840542583,8.309800533102552,0.23938783404294034,0.34875595044271646,0.40477319585931104,0.44003899871145996,0.4637017517711591,0.0068901722684356435,0.017829713035977503,0.027587300504113756,0.03579000077144767,0.04247134809696802,647.5932734160009,647.5778387643949,,,,,,,,,,,,,,,,,,,,,
