roi,quantile,R0,car (week 0),car (week 1),car (week 2),car (week 3),car (week 4),extra_std,ifr (week 0),ifr (week 1),ifr (week 2),ifr (week 3),ifr (week 4),loo,q,waic,car (week 5),ifr (week 5),car (week 6),ifr (week 6),car (week 10),car (week 11),car (week 7),car (week 8),car (week 9),ifr (week 10),ifr (week 11),ifr (week 7),ifr (week 8),ifr (week 9)
Albania,0.25,2.7633419313609435,0.08942553785029786,0.13390895862360835,0.16521439218051126,0.19643194760997046,0.22577778821597969,0.5440131935859467,0.0027778476811437724,0.006743270986726941,0.010558308228103427,0.015052336811258157,0.02031324506807212,530.9687881972911,0.02234680779807274,530.9656601196388,,,,,,,,,,,,,,
Albania,0.5,3.9748351409411664,0.14292783670950523,0.213459130917027,0.2636471307658834,0.3128830409538383,0.3573740938391339,0.6064873839439423,0.004521650142901027,0.011058976594677052,0.01726227336991599,0.024355642661347265,0.03250924116452625,547.6353396811288,0.05090048979754789,547.6256073711985,,,,,,,,,,,,,,
Albania,0.75,6.569471428757604,0.23554630157565487,0.3374456922064246,0.4008369990746879,0.46478746823455497,0.5220654813647531,0.6752816955804455,0.007587635055065052,0.01811969460953793,0.02713852696448256,0.03714921430376411,0.04859474331969834,564.3018911649665,0.09531892684518724,564.2855546227582,,,,,,,,,,,,,,
Albania,0.975,13.640305691212516,0.5790454519770644,0.6783744857756382,0.7205679010957876,0.7629733864316839,0.8044643240846403,0.8215543396944862,0.01913114467279898,0.03983982194846071,0.054059237278977816,0.06747452063535406,0.08277322463211512,596.0657875052923,0.24001571065545677,596.036864307129,,,,,,,,,,,,,,
Albania,mean,5.076620323460181,0.1856299130481627,0.255777789582329,0.29993370923197954,0.34401324025847996,0.38428079054131636,0.6128692764809798,0.005971856174880685,0.013803464711195375,0.0204717496263391,0.027720678724747587,0.036067838234222445,547.6353396811288,0.06897032596004353,547.6256073711985,,,,,,,,,,,,,,
Albania,std,3.2607769093137615,0.14069428408331808,0.16430673508672244,0.17507748064639445,0.18710788315575955,0.19866197379497855,0.09840323193149184,0.004764583070395582,0.00989825236695248,0.013392670750323188,0.01664166138452671,0.020353629051943083,24.709866204775587,0.06517138813200274,24.7000747553487,,,,,,,,,,,,,,
Algeria,0.025,1.618110586089005,0.01760168701816535,0.014623993999459298,0.015023887796929808,0.01660532808851622,0.01968489585227715,0.9083327147521552,0.00136437707822677,0.0014815529465203605,0.0015705782942293767,0.0018759629122548972,0.002592625770487906,822.2979376943146,0.002361109731421947,822.1987051386362,0.023599521516696205,0.0037186248924908813,,,,,,,,,,,,
Algeria,0.25,2.684574524874449,0.04726980292542685,0.05260803496054009,0.057188181405873124,0.06364215251954328,0.07383935326805209,1.0096640599812226,0.003649545734229257,0.005573287492157221,0.006699817177493359,0.008008582721944253,0.010399326082164333,879.1063073215714,0.0263523833929628,878.9727781719789,0.08755785676451669,0.01410019540314339,,,,,,,,,,,,
Algeria,0.5,3.651024144193209,0.08130807884425423,0.09820195746981228,0.11029874066748613,0.12480217284975245,0.1427293384540954,1.0681549036251279,0.006280553007039754,0.01063334338333423,0.013494315482367337,0.016459010115015292,0.02063575781759041,908.9137215934643,0.06201981555732415,908.7621969831744,0.16531287537614495,0.02687449457264169,,,,,,,,,,,,
Algeria,0.75,5.362693248868285,0.1445327951365428,0.17704313901580626,0.19590503703284395,0.22175860690734178,0.25901681908113433,1.130179167463901,0.01124544100169817,0.01978827600204335,0.02511626822027581,0.030326114737409524,0.038030818263989734,938.7211358653572,0.12010450313305246,938.5516157943698,0.3006040992326724,0.049347783058745306,,,,,,,,,,,,
Algeria,0.975,12.313145891027526,0.570996630116829,0.5794662145700016,0.5876505726385566,0.5986346183001865,0.6239061192159959,1.2581482084784437,0.04156315038759237,0.06595257166188767,0.07737569089127576,0.08521016397009415,0.09437080528126421,995.5295054926142,0.31217939449409765,995.3256888277125,0.6668864457358701,0.1121590726191675,,,,,,,,,,,,
Algeria,mean,4.514074332253195,0.12534109056247747,0.14227282590099968,0.15341792284831257,0.16748872790092179,0.18889618257149626,1.0720663074293104,0.009685270232084086,0.016030037091622956,0.019752861516630724,0.023075838172902936,0.027980536871328125,908.9137215934643,0.08680387631073927,908.7621969831744,0.2161121759484323,0.03571268533632284,,,,,,,,,,,,
Algeria,std,2.842619507478022,0.13649593493348877,0.1394853249000988,0.14281745477296034,0.1471630328804997,0.15623895617172975,0.08968004493710927,0.010847480007733171,0.0168188315987798,0.0199612592872494,0.0219710187063808,0.02446730524545053,44.19253852742405,0.08383049430036114,44.16585841747089,0.17060903715038614,0.029310396309607717,,,,,,,,,,,,
Andorra,0.025,1.3988932739164541,0.017913833868310428,0.017110328423295743,0.018203077944918933,0.019748467373898803,,1.1304264507768071,0.0010083643671557534,0.0016339166519378414,0.0022177037263130233,0.0028938348527545402,,447.04976058471595,0.0020346624236289614,446.98767689307414,,,,,,,,,,,,,,
Andorra,0.25,2.3158013097461057,0.041803566191849835,0.04816212297311942,0.055319836195032154,0.06182014704640175,,1.2990599110394114,0.0025348129283304065,0.0048867123109489876,0.00714616529388819,0.009546801866183625,,489.34028027766607,0.02218092995606806,489.2402720978621,,,,,,,,,,,,,,
Andorra,0.5,3.3302756918801855,0.06921974416711882,0.08453086144719602,0.09865790433674475,0.11074745452912865,,1.395872657209624,0.004323653907986139,0.008800148752652833,0.013139414431087213,0.017505771369468986,,511.5301626582473,0.05410349258530875,511.4102554576279,,,,,,,,,,,,,,
Andorra,0.75,4.797255196365591,0.12061989978401802,0.15063771275933208,0.1762961859240472,0.1971327145743385,,1.4992714990704838,0.007706996609316515,0.01600588179923614,0.024086842367399535,0.032038367784589655,,533.7200450388285,0.10650687092839077,533.5802388173937,,,,,,,,,,,,,,
Andorra,0.975,9.693380737874403,0.4124195099211933,0.4616216981271179,0.50741436434851,0.5454908354454594,,1.7192231830779903,0.027353735962844558,0.05164542725861242,0.07292088094739908,0.0936989911701019,,576.0105647317786,0.2805899944873656,575.8328340221817,,,,,,,,,,,,,,
Andorra,mean,3.8962283344625375,0.10474526876335227,0.12243914509051412,0.13935800666909337,0.1537540700897126,,1.4032207530713523,0.00672118219962548,0.013170216168008788,0.019270188656278216,0.02530545164032704,,511.5301626582473,0.07716135254297893,511.4102554576279,,,,,,,,,,,,,,
Andorra,std,2.3088139243363717,0.12203857637462459,0.1216037562584001,0.12976386909388613,0.13783967030533106,,0.15008507760195944,0.008396054952428577,0.014236601032649007,0.01951395577063257,0.024614545556862828,,32.89876884582805,0.07641590029979364,32.86926651342112,,,,,,,,,,,,,,
Antigua and Barbuda,0.025,1.2131898432515669,0.02027698278720328,-0.1195390439520809,-0.05364025575053984,,,2.311924864804869,-0.01818248056423204,-0.05176973191110545,-0.06071325982291302,,,68.00480621341543,0.0023117000065595926,68.00110588889314,,,,,,,,,,,,,,
Antigua and Barbuda,0.25,2.3289371109011228,0.07445317419315253,0.09075390205687987,0.10053502800432383,,,2.9502097657352273,0.014701792871250232,0.029213858521107493,0.038382814507881044,,,94.93651586355764,0.02572770156153924,94.93247929710346,,,,,,,,,,,,,,
Antigua and Barbuda,0.5,3.7360252274249293,0.1909799137918876,0.2620041514116031,0.29583254028376366,,,3.350783552181472,0.03695856113091122,0.08400507001180221,0.11521546385194772,,,109.06761365529844,0.06224045530783508,109.06340066233133,,,,,,,,,,,,,,
Antigua and Barbuda,0.75,5.989986071984587,0.5236961111011305,0.6330473525378335,0.6679561636474876,,,3.8120301496000337,0.09324475745318139,0.21374426678111502,0.2802466013156918,,,123.19871144703927,0.12455120659996209,123.19432202755918,,,,,,,,,,,,,,
Antigua and Barbuda,0.975,13.245821695009282,1.460102646472508,1.6457545571492478,1.6754213835155347,,,4.903596823480234,0.40314450741427926,0.7321501836934392,0.8224081371131572,,,150.13042109718145,0.33735386357920677,150.1256954357695,,,,,,,,,,,,,,
Antigua and Barbuda,mean,4.654656123415448,-2.4711448934502203,-0.39549433412087387,0.46613238115172007,,,3.418186493768207,0.42205587912352466,0.5238903601026531,0.19593532162306304,,,109.06761365529844,0.09052893577164038,109.06340066233133,,,,,,,,,,,,,,
Antigua and Barbuda,std,3.2745894038154884,399.10038391943743,112.04622784162811,8.285937255383713,,,0.662813680012982,49.00666330504345,52.361972354881246,2.501096886152377,,,20.950796935954536,0.09202046352488646,20.950535365615043,,,,,,,,,,,,,,
Argentina,0.025,1.8371455840810877,0.014365313847467078,0.01228462092694904,0.013508294328968976,0.016281889631377285,0.019694934382923204,1.0358397499137468,0.0006249956175194277,0.000713326958676415,0.0008718176982766068,0.0012544792021555013,0.001872762456385049,721.569618869842,0.002211733807379194,721.380551480858,,,,,,,,,,,,,,
Argentina,0.25,2.9385598343629846,0.03189923651763157,0.030684085993563728,0.03479100259692973,0.04315998945303485,0.05389991406340479,1.149084052249265,0.0014778684273076875,0.0019073254179756477,0.002433543000939132,0.0035697739965345875,0.005424050840102138,779.5303823554285,0.025037293360853946,779.1936881550683,,,,,,,,,,,,,,
Argentina,0.5,3.834004659233403,0.05153151330186087,0.05129234065812289,0.0591772954555612,0.07377360978598135,0.09210401410830865,1.2146064644478298,0.0024484867649623323,0.0032734685768627874,0.0042661650602240885,0.006307720518195407,0.009514186587716491,809.9424589572739,0.05972280223089785,809.5283048059732,,,,,,,,,,,,,,
Argentina,0.75,5.016156412038574,0.08863760739421987,0.09093427698593219,0.1065158138575873,0.1328664440738549,0.16443216005581868,1.2853930809137968,0.004291353874325635,0.005922051792380804,0.007905960977316228,0.011636891279425085,0.01729415971433213,840.3545355591194,0.11854651565895155,839.8629214568782,,,,,,,,,,,,,,
Argentina,0.975,8.566360394983503,0.2781080354171246,0.27236087704626477,0.316804272556276,0.3823001407209965,0.45116849249106145,1.4324554971962113,0.014095262286074599,0.018723418596759148,0.024958078348245104,0.03514339617190721,0.04941911336722461,898.3152990447061,0.31102120636417935,897.6760581310886,,,,,,,,,,,,,,
Argentina,mean,4.185204366824101,0.0753238375711068,0.07446845740742816,0.08616612344817529,0.10594247556409421,0.1291207290194397,1.2198408669343817,0.003677492624084422,0.004907239904926123,0.006462087926436494,0.009345292962529304,0.013675838193085132,809.9424589572739,0.08556049539551877,809.5283048059732,,,,,,,,,,,,,,
Argentina,std,1.798748328115194,0.08066916131278395,0.07362482550656943,0.08271385530500691,0.09738985699984223,0.11284329302451225,0.1011673070055493,0.004197897752765511,0.0052924343642828395,0.006821782497855755,0.009314653965558363,0.012812227270641931,45.08901223925838,0.0851877578794415,44.97416994414869,,,,,,,,,,,,,,
Armenia,0.025,2.7638124289898878,0.03532228375785141,0.05174172263598015,0.0661262652815669,0.07589689775740538,0.08201307644659446,0.8531671649190539,0.000903460463691864,0.002185120706006664,0.0038577632890039217,0.005548591450045201,0.006896407225198369,552.4546535110858,0.0022023185641596305,552.4656078577573,,,,,,,,,,,,,,
Armenia,0.25,5.4609083357010695,0.09010968053846945,0.1383390234870763,0.1710735229912254,0.1938462628192019,0.2093302797704217,0.9856303539951331,0.002459145494906305,0.006476740998717178,0.010846090926333712,0.014902097420203923,0.018304798630419155,598.8174786951539,0.023575766986057654,598.8314433255102,,,,,,,,,,,,,,
Armenia,0.5,7.895553133077472,0.14918903199373765,0.22669841023697207,0.27288590441638916,0.30332789647449765,0.3234458661344839,1.062528779864797,0.004174725155659213,0.011121632287693223,0.017960692078879906,0.023898060918188458,0.02880058814950299,623.1441042636123,0.05715145668479852,623.1596483931423,,,,,,,,,,,,,,
Armenia,0.75,11.181720731369456,0.24031886955208243,0.35007795185714247,0.40603193064051046,0.44154920207395987,0.46436653904327435,1.1448785101973022,0.00694683945260456,0.017982443197581466,0.027857965073921485,0.03611560009568573,0.042783127637755394,647.4707298320709,0.11537383659121198,647.4878534607742,,,,,,,,,,,,,,
Armenia,0.975,20.613245199609665,0.5305736036312158,0.6572588937872752,0.7061523328736975,0.7329102987304168,0.750706379104749,1.3164431189989327,0.016229323866417244,0.03772736373064241,0.054124635390326845,0.06668839647911508,0.07708840029900665,693.8335550161389,0.30598743252157345,693.8536889285272,,,,,,,,,,,,,,
Armenia,mean,8.87790361110253,0.1839664890355353,0.26126330381860086,0.3038283393908082,0.3311140499599441,0.3492435505912905,1.0684634368037538,0.005324635355414432,0.013459298769602423,0.020879504820551148,0.027177368311361107,0.032342337960149015,623.1441042636123,0.08285703842772695,623.1596483931423,,,,,,,,,,,,,,
Armenia,std,4.76395358316788,0.13149776489607173,0.1610417894025607,0.1709982383490015,0.1759228947531788,0.17923964652639962,0.118438619888991,0.004113865708180309,0.009473880885594487,0.01349225488220809,0.016271930811344013,0.018616451561851127,36.066709036551686,0.08261010251317583,36.06905080553033,,,,,,,,,,,,,,
Austria,0.025,1.666377142434864,0.013985469007776261,0.0116227626090409,0.011596070140003252,0.012644524395678265,0.015127373715365468,1.070392983105272,0.0003523648981979314,0.00037026686527546224,0.0003817779894426834,0.0004540524257626302,0.000656960899504021,1150.3797019604046,0.0023867216085966926,1150.3691777770168,0.01860924719107363,0.0011024535356468728,0.02146580745312894,0.0017248462335009264,,,,,,,,,,
Austria,0.25,2.380190465100113,0.03254145303340029,0.029099665171315663,0.030014458270684455,0.033849999885769665,0.04277572912357011,1.1819633279628896,0.0008724098549757896,0.0009801103432353442,0.0010534144474512973,0.0013045358547729457,0.0020174832418915446,1235.3844729059872,0.02744794520613949,1235.3735024413181,0.05597470661266585,0.003525870166702135,0.0674608650225557,0.005630817981237976,,,,,,,,,,
Austria,0.5,2.99903855178428,0.056728337658980596,0.05171802474234238,0.054251531359321196,0.06267745823412313,0.08072680041067182,1.244484909524628,0.0015562576631652728,0.0017794696909647348,0.0019458966088752748,0.0024650606472137945,0.003909825808880175,1279.986570084404,0.06273601946778157,1279.975365455454,0.10716937924579456,0.006881812867244109,0.13109454694382677,0.011029156794835694,,,,,,,,,,
Austria,0.75,3.861459642679099,0.11103432601350641,0.10111198532496435,0.10738304853169156,0.12556319167955463,0.1655073779926905,1.3133204178480282,0.0030671193546132278,0.003521771817132424,0.003880852131699786,0.00498297368700212,0.0080174003912814,1324.5886672628212,0.12643011163694232,1324.57722846959,0.22146451380192322,0.014239423273314497,0.27100430520041985,0.022774793133073935,,,,,,,,,,
Austria,0.975,6.58011817217376,0.41938784788678196,0.3687535359229025,0.373464338686022,0.41147895034484716,0.5077542234969825,1.4567377444498533,0.011754197633899042,0.01342591951286554,0.014359304302235303,0.01695717709231666,0.024881686324935752,1409.5934382084038,0.34113827835260807,1409.5815531338912,0.6342138415954673,0.04251619019443109,0.7170284544220522,0.06588481173178135,,,,,,,,,,
Austria,mean,3.2848578394608783,0.09712280194202258,0.08584234330707485,0.08878937480995075,0.10098282149444295,0.1284738587263733,1.2496151939460594,0.0026853425398073384,0.0030263256941257415,0.003275721263577736,0.004051372849548135,0.006276584740298758,1279.986570084404,0.09185784846010021,1279.975365455454,0.167206988860591,0.01093341738239295,0.19956795062270916,0.017325326422965713,,,,,,,,,,
Austria,std,1.288461158565458,0.11428810573153753,0.09488685770002915,0.09557202830225872,0.10477349495703686,0.12826479839200727,0.09838582693848177,0.003278477085678,0.0035493608054955523,0.003764324402498417,0.004418416869475104,0.0064835789696799685,66.12716822672354,0.09228062932256911,66.12682105424088,0.16073531176081465,0.01099047692303937,0.18490590936614396,0.01710899362771193,,,,,,,,,,
Azerbaijan,0.025,1.3330462486676202,0.013328684297601206,0.009440924739585313,0.008331190516318403,0.00801544571090138,0.007970301990254957,1.255390176455857,0.0007651870950690235,0.0007801922500682506,0.0007087126158988034,0.0006731401948439591,0.0006705101998558338,554.4672003257748,0.0023873294089795695,554.4621345541632,0.008083716669038208,0.0006905045491151638,,,,,,,,,,,,
Azerbaijan,0.25,2.027514365423191,0.03036350499174972,0.024791018847206674,0.02323497289500304,0.02282341393903503,0.02290382661013807,1.4362479164764117,0.0019375901583525744,0.002221119526844517,0.0021572888833815865,0.0021192472223047804,0.002139260175713338,616.2871868726588,0.02863062857264926,616.2817469939091,0.023442501085113063,0.002216018864923886,,,,,,,,,,,,
Azerbaijan,0.5,2.6434378626531263,0.04988168692037336,0.04216217864264177,0.04016280112809015,0.03987762054508526,0.04045180434758473,1.5398893559575564,0.003331317302926164,0.003934040993022645,0.003895292557092285,0.0038866525884918707,0.003956150848964933,648.7242020761665,0.0685450880563807,648.7185659029882,0.041672793058018645,0.004141418816505798,,,,,,,,,,,,
Azerbaijan,0.75,3.5170823166139034,0.08904093407283983,0.07650600275662603,0.07356106926997093,0.07376613515708323,0.07576849856570662,1.6496615143327145,0.006182056866227746,0.007365912701970779,0.007387392493755196,0.007434272224092775,0.007682826619867045,681.1612172796742,0.13535364840045028,681.1553848120676,0.07890259442442718,0.008117627532008852,,,,,,,,,,,,
Azerbaijan,0.975,7.402939499634826,0.3833737657002786,0.3033023691875475,0.28598691342455107,0.2809316199503756,0.2861313376595982,1.8819907244785044,0.027036253218210148,0.03022340726567577,0.030112001699613325,0.030246551814602098,0.031023797867412307,742.9812038265583,0.35894649329419964,742.9749972518134,0.30103626968681624,0.03341367047401902,,,,,,,,,,,,
Azerbaijan,mean,3.0342399102134925,0.08557507265251713,0.06899908416499574,0.06528184393954219,0.06474797969353943,0.06592354624783586,1.5471462276789663,0.005918001245929663,0.006673436899214355,0.006611838190993032,0.006617021649681783,0.0067809992194930654,648.7242020761665,0.09794934857854234,648.7185659029882,0.0686552427993151,0.007180428975191688,,,,,,,,,,,,
Azerbaijan,std,1.6405933238560277,0.13601873096524308,0.09078520047646776,0.08317219853310348,0.08117632300450364,0.08165243099933889,0.15984242390178027,0.009777897139429807,0.009421922379279586,0.009126979646927987,0.009070591754933615,0.009212627349323575,48.09119070242051,0.09770602473540185,48.090899675865366,0.08461499843302725,0.009698738862215747,,,,,,,,,,,,
Bahamas,0.025,1.2310880800970685,0.019895070381437483,0.015272045862489134,0.015128322459257281,0.012167896582117697,,1.2162023770708288,0.0030118291463767976,0.004160874256606929,0.004172473704910214,0.004194719255980708,,151.87970873021177,0.0024648405287093127,151.87330609123703,,,,,,,,,,,,,,
Bahamas,0.25,2.3179945926465337,0.060495723038529056,0.07227716820365361,0.08007007142344708,0.08589251444975264,,1.538053679914042,0.011476209635445635,0.021727850052124763,0.02875793017500297,0.03401507942125001,,176.93489086967537,0.02776256810897318,176.92834532736492,,,,,,,,,,,,,,
Bahamas,0.5,3.6909887304613047,0.12341707422501683,0.16801886226765902,0.19372658010222982,0.2105819985449043,,1.725285662806101,0.024856071617367904,0.052182711262303415,0.07282181508425595,0.08785365775699762,,190.0813726044793,0.0681062973540832,190.0747520806308,,,,,,,,,,,,,,
Bahamas,0.75,5.854402486179776,0.309573258559193,0.417899071092679,0.46382126494201836,0.48873903739856617,,1.9305372674989103,0.06293353411793595,0.136595332055445,0.18605062841228429,0.21835152833324453,,203.22785433928328,0.13616164761471652,203.22115883389668,,,,,,,,,,,,,,
Bahamas,0.975,12.714755031786684,1.071121395318506,1.1392473528392566,1.1506543875071698,1.1532684361832222,,2.3652501576631,0.31364979308870394,0.5688013163074135,0.6771387746150811,0.7283677738450334,,228.28303647874685,0.36800471033827675,228.27619807002452,,,,,,,,,,,,,,
Bahamas,mean,4.553778140083415,0.2525775370180306,0.30059345743393884,0.32254267613135335,0.3401123633582799,,1.7428067767407796,0.059252807255762624,0.11476965331379477,0.1467126956572709,0.16452620459366984,,190.0813726044793,0.09856263131127481,190.0747520806308,,,,,,,,,,,,,,
Bahamas,std,3.1419449188105144,0.3849062782028668,0.4353568576264645,0.41807693653007194,1.1154231026742287,,0.29418517769760816,0.13191783871253793,0.20001797597148113,0.24405229983379217,0.4722486967617217,,19.491002985563707,0.09950206707784803,19.490891817769047,,,,,,,,,,,,,,
Bahrain,0.025,1.391950460738386,0.017411082874855613,0.015974735234449037,0.01543699365512862,0.015328679783183134,0.015301055015218275,1.1794582993384353,0.000691025528496217,0.0005762719688208047,0.0005027574505070772,0.000470307560935518,0.00045209259260538975,775.9584538797457,0.0025571267472450704,775.8698254850265,0.015263477166298875,0.00043890202693727367,0.015242500478980778,0.0004320973075803678,,,,,,,,,,
Bahrain,0.25,2.1885779751553676,0.03781411184260275,0.03930301742285448,0.04086667161266963,0.042239126809493405,0.04335729343083779,1.3092240922813199,0.0016346441543674435,0.0016105035361889686,0.0015603011503719294,0.0015506146359112456,0.0015592020813410454,839.982902952138,0.028663530632837796,839.8560245060036,0.04427302087844945,0.001572067669444829,0.04504223230000467,0.0015870112502071225,,,,,,,,,,
Bahrain,0.5,3.046831500065161,0.06090235407663086,0.06518621097723949,0.06892638290742512,0.07187262281319597,0.07409305679702154,1.383688908495885,0.002722648711686061,0.0028157932959351935,0.0028282810528655216,0.0028714775277220122,0.0029204792107349288,873.5766020769737,0.06858245079312933,873.4296537866253,0.07588866191112997,0.0029676987622264343,0.07740469094564907,0.003011635383093632,,,,,,,,,,
Bahrain,0.75,4.4043007636725005,0.10391038597503473,0.11252983137677819,0.11982453698691457,0.12543732487691475,0.12969667527545795,1.463052139871899,0.004767043381317163,0.005044494437202705,0.005192097506002733,0.005348513982590098,0.005483936798388279,907.1703012018091,0.1358519592650934,907.0032830672469,0.13307132343794267,0.005597661878486246,0.1359025912614804,0.005701915162270251,,,,,,,,,,
Bahrain,0.975,9.094314324740662,0.33509804053439873,0.34081439232610833,0.35124353200919206,0.35987535137862015,0.365584697091193,1.6288529861260266,0.016047209490814993,0.016230027090470927,0.01659499900515573,0.017091493613325334,0.01751758745242453,971.1947502742014,0.36418737091204334,970.9894820882241,0.3714885104382501,0.017846556181775473,0.3771050358449229,0.018170415258502885,,,,,,,,,,
Bahrain,mean,3.613050843896965,0.08912774974242121,0.0928761833604767,0.09716518703326205,0.10060674106963796,0.10326806827373862,1.389009931147235,0.004096743564251188,0.004177751136735673,0.004242103803891633,0.004335893577019742,0.004425131559037368,873.5766020769737,0.09875380182988172,873.4296537866253,0.10542251289789693,0.004503341451196239,0.10739100767766319,0.004578700117114382,,,,,,,,,,
Bahrain,std,2.0927234923597466,0.09488855303914637,0.08932700519210553,0.09065559531589387,0.09226351127557525,0.09361602081051977,0.11458631837069935,0.004665121066604563,0.0044210383714923685,0.004523248799501896,0.0046574523999231305,0.004771261735112248,49.80609285029078,0.09878330960033438,49.7763372547344,0.09479179344619507,0.00486386096401608,0.09606061726142794,0.004951823568573197,,,,,,,,,,
Bangladesh,0.025,1.3301519932314452,0.011701310698627124,0.006185822882878002,0.004565735521801284,0.003996556794150429,0.0036454196814392323,0.8937818188604281,0.001027056287007754,0.0009365269826848993,0.0007013420117934091,0.0005796754448792023,0.0004985326537854569,418.8178130095523,0.002715052198892444,418.7854497632535,,,,,,,,,,,,,,
Bangladesh,0.25,2.0585881387975684,0.027322567267622413,0.01973471864876093,0.01709431190156984,0.01592092772553819,0.015346490279281484,1.0610026266811334,0.0025541950028438315,0.0028242012485167373,0.0025462777615653425,0.0023365930632365775,0.002176860873279642,463.5974781609352,0.030197358366778282,463.5583025409989,,,,,,,,,,,,,,
Bangladesh,0.5,2.7257718374573034,0.04546181662377539,0.03503562904952446,0.03172698581420488,0.030643382796131522,0.030680923792190867,1.1552056691734771,0.004404271299582925,0.00506027639960467,0.004814579608809283,0.00459494568650465,0.004486328438251131,487.0934179120998,0.07132889762108223,487.0506678321936,,,,,,,,,,,,,,
Bangladesh,0.75,3.7095294413006936,0.08222144357571204,0.06492528849901102,0.05981904884458342,0.058365136613509006,0.05962692633324587,1.2539636107630974,0.008220288667246061,0.00956267189044196,0.009287760959364174,0.009002640482920302,0.008972852733905608,510.5893576632644,0.142722941262594,510.5430331233883,,,,,,,,,,,,,,
