roi,quantile,R0,car (week 0),car (week 1),car (week 10),car (week 11),car (week 2),car (week 3),car (week 4),car (week 5),car (week 6),car (week 7),car (week 8),car (week 9),car-by-week,extra_std,ifr (week 0),ifr (week 1),ifr (week 10),ifr (week 11),ifr (week 2),ifr (week 3),ifr (week 4),ifr (week 5),ifr (week 6),ifr (week 7),ifr (week 8),ifr (week 9),ifr-by-week,loo,q,waic
Afghanistan,0.025,1.4771312821413323,0.015618387433255792,0.011238380829567629,,,0.010374682834059528,0.011019797359223546,0.012148758238936179,,,,,,,1.2250083158530551,0.0011111108357812767,0.0012627625808535278,,,0.0013777394789208086,0.0014562964335401492,0.0016588448192237928,,,,,,,654.6076536929961,0.002629310992401316,447.14941661793404
Afghanistan,0.25,2.4794182805008718,0.0388911996911948,0.03780137559142634,,,0.03876558705804821,0.040374210126312426,0.04324713881652409,,,,,,,1.426487196764222,0.003195209693766434,0.0047829919477248815,,,0.005864365358378579,0.0062730819314777584,0.006902448856260053,,,,,,,856.0989212354151,0.030944432885798557,516.7050868302407
Afghanistan,0.5,3.546886172842556,0.0676916834325938,0.07274705735919695,,,0.07682371491145673,0.08082947814036119,0.08570958198322373,,,,,,,1.543709595319673,0.005683893174323905,0.009368844100347199,,,0.011975262113526876,0.013329587576903302,0.014712538068410365,,,,,,,961.8216118039545,0.07334641490061826,553.2010237948289
Afghanistan,0.75,5.586589849698594,0.1260276531234114,0.14248318323987488,,,0.1534723781852119,0.1625191644451998,0.1719460934612141,,,,,,,1.6669915419260883,0.010787634448640167,0.018894295900494962,,,0.024522869205182683,0.027955117324409487,0.03099869384795944,,,,,,,1067.544302372494,0.14329625451572728,589.696960759417
Afghanistan,0.975,13.470072436060873,1.0346404053523233,0.8052278573890616,,,0.8186824060030979,0.8157251101157936,0.8120464714659809,,,,,,,1.9302339161622961,0.05871288013733045,0.10447045297463878,,,0.12460200812580975,0.13929548320615365,0.14818299219166106,,,,,,,1269.0355699149127,0.37792827382097927,659.2526309717236
Afghanistan,max,43.91850472432449,406.1077769271847,71.84966593130567,,,716.0341702732669,168.86629264074762,186.2396230129484,,,,,,,2.5448094205956884,2.545792560085875,5.234607371701135,,,18.02015814369104,24.753692422460734,5.456933952443165,,,,,,,,0.9387051545130494,
Afghanistan,mean,4.602098237615003,0.18461350443144967,0.1486407970409431,,,0.1082316070741838,0.1505186578600589,0.15706023780684547,,,,,,,1.5521382655205351,0.009606235873823126,0.01696586076556273,,,0.023760728707472596,0.02591091693805701,0.02632490263392894,,,,,,,961.8216118039545,0.10360164959830802,553.2010237948289
Afghanistan,min,1.0884759407721407,-83.56362375474423,-122.86615769140211,,,-991.0939432496816,-305.21309005610027,-150.45827407989262,,,,,,,0.9367726432483684,-18.44561030210691,-9.145675064043914,,,-7.614984201107359,-3.82588903245828,-13.08961431184319,,,,,,,,1.7313321037168517e-06,
Afghanistan,std,3.3309088877076234,3.2350744458001315,2.1500599398072406,,,9.442435701912425,2.5990489211458234,1.9572042275562855,,,,,,,0.18025711262030508,0.13827556509164254,0.12068767206749234,,,0.1750695698893576,0.18885970586874784,0.13315750401769874,,,,,,,156.74469558329787,0.10153946307160489,54.108957110138945
Albania,0.025,1.6462424052420295,0.038760318233316375,0.05228369130992389,,,0.060190866207664145,0.06889815316028151,0.0764792208673665,,,,,,,0.4350825423963348,0.0011386931813381215,0.002468076367354118,,,0.003577179883631899,0.005150595847961072,0.006704431321375698,,,,,,,1260.7506686613474,0.00280114831225053,605.7186703129581
Albania,0.25,3.215567862539346,0.08869099019906149,0.13236373531038176,,,0.1618799402147153,0.19160991395990146,0.22047598086575637,,,,,,,0.5414390855365816,0.0027562430217413546,0.006709252748987352,,,0.010292268076799293,0.014890213458618736,0.020132447053690765,,,,,,,1502.2246323040922,0.031198803753199267,668.0685122813395
Albania,0.5,4.89882647061156,0.14003735238080245,0.21169810275970125,,,0.2612324271985368,0.3090706439863831,0.35444099036661325,,,,,,,0.6049898972467227,0.004441540869127941,0.011032266213986537,,,0.01703796142520662,0.024293328980753544,0.032397429349018445,,,,,,,1628.926287665837,0.07358241933012866,700.7835432095795
Albania,0.75,8.70282396839579,0.22874117752022033,0.33063414986822165,,,0.3972698467414541,0.465537626496748,0.5271191467766498,,,,,,,0.6718760253657122,0.00743310378874594,0.017890469815295858,,,0.027445609071731058,0.03742153178368028,0.048849708754797376,,,,,,,1755.6279430275818,0.14726443854941207,733.4985741378196
Albania,0.975,18.390732720916553,0.6495101396918911,0.7126720136585354,,,0.7667553411338716,0.8028717258151329,0.8589024462686371,,,,,,,0.8196565841181748,0.01963421123700957,0.042079749765198855,,,0.05815514516267961,0.07109119468623906,0.08673145683854733,,,,,,,1997.1019066703266,0.3712642233695375,795.848416106201
Albania,max,38.63112528586875,286.5014074743146,30.3559496220491,,,392.2402404116903,87.32698915490367,23.78465370210746,,,,,,,1.077796657867004,0.6255696192385646,1.0568226046942448,,,1.1282486251092505,7.5937254218002535,19.959104087856275,,,,,,,,1.1254612835086073,
Albania,mean,6.504262103921312,0.19911070193876165,0.2552065446376354,,,0.3308828389013379,0.34077887752648567,0.34165051953808295,,,,,,,0.6103624736822112,0.005583566273191992,0.013965206790258372,,,0.019671844924629037,0.028180522955836052,0.03748314032865645,,,,,,,1628.926287665837,0.10463974132676822,700.7835432095795
